number components; knn; acc score; f1 score; roc score; time
19,0000;12,0000;0,0215;0,0253;0,0211;2,3837
19,0000;13,0000;0,0229;0,0282;0,0223;1,9775
19,0000;14,0000;0,0221;0,0271;0,0215;1,6782
19,0000;15,0000;0,0286;0,0329;0,0280;1,5542
19,0000;16,0000;0,0303;0,0379;0,0295;1,3979
19,0000;17,0000;0,0191;0,0230;0,0186;1,4888
19,0000;18,0000;0,0238;0,0279;0,0233;1,4601
19,0000;19,0000;0,0284;0,0342;0,0278;1,5131
19,0000;20,0000;0,0276;0,0328;0,0270;1,4471
19,0000;21,0000;0,0239;0,0264;0,0235;1,3497
19,0000;22,0000;0,0310;0,0371;0,0303;1,1183
19,0000;23,0000;0,0276;0,0316;0,0271;1,0236
19,0000;24,0000;0,0278;0,0314;0,0274;1,1019
19,0000;25,0000;0,0306;0,0368;0,0299;1,0426
20,0000;1,0000;0,0310;0,0481;0,0307;4,0859
20,0000;2,0000;0,0331;0,0364;0,0329;8,1174
20,0000;3,0000;0,0272;0,0310;0,0269;6,6776
20,0000;4,0000;0,0287;0,0328;0,0283;5,7324
20,0000;5,0000;0,0245;0,0294;0,0240;5,7431
20,0000;6,0000;0,0280;0,0312;0,0277;4,0954
20,0000;7,0000;0,0223;0,0276;0,0217;2,9113
20,0000;8,0000;0,0261;0,0306;0,0255;3,0407
20,0000;9,0000;0,0243;0,0303;0,0237;2,7653
20,0000;10,0000;0,0258;0,0313;0,0252;2,8781
20,0000;11,0000;0,0286;0,0347;0,0280;1,9114
20,0000;12,0000;0,0230;0,0268;0,0226;1,8301
20,0000;13,0000;0,0314;0,0386;0,0306;1,8520
20,0000;14,0000;0,0273;0,0316;0,0268;1,8041
20,0000;15,0000;0,0279;0,0341;0,0273;1,5971
20,0000;16,0000;0,0255;0,0304;0,0249;1,3399
20,0000;17,0000;0,0224;0,0261;0,0219;1,3607
20,0000;18,0000;0,0218;0,0240;0,0215;1,4061
20,0000;19,0000;0,0225;0,0261;0,0221;1,4135
20,0000;20,0000;0,0261;0,0322;0,0254;1,2166
20,0000;21,0000;0,0273;0,0328;0,0267;1,1738
20,0000;22,0000;0,0232;0,0275;0,0227;1,0927
20,0000;23,0000;0,0253;0,0301;0,0247;1,0914
20,0000;24,0000;0,0242;0,0280;0,0237;0,9588
20,0000;25,0000;0,0253;0,0303;0,0248;1,1949
21,0000;1,0000;0,0332;0,0469;0,0330;7,7230
21,0000;2,0000;0,0270;0,0281;0,0270;12,8287
21,0000;3,0000;0,0246;0,0282;0,0244;9,5227
21,0000;4,0000;0,0246;0,0300;0,0241;6,1056
21,0000;5,0000;0,0329;0,0393;0,0323;5,1329
21,0000;6,0000;0,0294;0,0346;0,0288;4,6420
21,0000;7,0000;0,0255;0,0299;0,0251;3,2018
21,0000;8,0000;0,0273;0,0341;0,0267;2,6564
21,0000;9,0000;0,0245;0,0285;0,0240;2,9413
21,0000;10,0000;0,0238;0,0268;0,0234;2,5640
21,0000;11,0000;0,0240;0,0291;0,0235;2,2162
21,0000;12,0000;0,0251;0,0302;0,0245;2,1307
21,0000;13,0000;0,0229;0,0267;0,0225;1,5829
21,0000;14,0000;0,0219;0,0251;0,0214;1,8362
21,0000;15,0000;0,0247;0,0318;0,0239;1,5015
21,0000;16,0000;0,0252;0,0315;0,0245;1,7028
21,0000;17,0000;0,0262;0,0314;0,0256;1,3738
21,0000;18,0000;0,0238;0,0269;0,0234;1,3107
21,0000;19,0000;0,0292;0,0347;0,0286;1,2211
21,0000;20,0000;0,0302;0,0353;0,0295;1,2727
21,0000;21,0000;0,0261;0,0307;0,0256;1,4367
21,0000;22,0000;0,0236;0,0272;0,0231;1,3320
21,0000;23,0000;0,0280;0,0337;0,0274;0,9832
21,0000;24,0000;0,0231;0,0278;0,0225;1,2958
21,0000;25,0000;0,0294;0,0351;0,0288;0,9060
22,0000;1,0000;0,0345;0,0473;0,0344;3,3058
22,0000;2,0000;0,0253;0,0314;0,0248;9,3626
22,0000;3,0000;0,0317;0,0354;0,0314;6,8130
22,0000;4,0000;0,0302;0,0332;0,0298;4,5340
22,0000;5,0000;0,0233;0,0287;0,0228;4,6434
22,0000;6,0000;0,0238;0,0291;0,0232;3,7332
22,0000;7,0000;0,0244;0,0304;0,0238;4,0827
22,0000;8,0000;0,0263;0,0305;0,0258;2,8873
22,0000;9,0000;0,0246;0,0291;0,0241;2,4868
22,0000;10,0000;0,0281;0,0335;0,0275;2,4512
22,0000;11,0000;0,0276;0,0332;0,0270;1,7026
22,0000;12,0000;0,0275;0,0331;0,0270;1,8116
22,0000;13,0000;0,0247;0,0287;0,0243;2,0394
22,0000;14,0000;0,0276;0,0322;0,0271;1,9919
22,0000;15,0000;0,0273;0,0330;0,0267;1,4279
22,0000;16,0000;0,0287;0,0331;0,0281;1,3736
22,0000;17,0000;0,0285;0,0336;0,0279;1,2635
22,0000;18,0000;0,0246;0,0303;0,0239;1,5183
22,0000;19,0000;0,0251;0,0294;0,0245;1,2201
22,0000;20,0000;0,0275;0,0313;0,0270;1,0951
22,0000;21,0000;0,0272;0,0318;0,0266;1,2511
22,0000;22,0000;0,0261;0,0293;0,0257;1,1341
22,0000;23,0000;0,0259;0,0298;0,0255;1,1588
22,0000;24,0000;0,0239;0,0275;0,0235;1,0692
22,0000;25,0000;0,0270;0,0312;0,0265;0,8078
23,0000;1,0000;0,0348;0,0495;0,0345;4,9296
23,0000;2,0000;0,0375;0,0459;0,0369;11,9651
23,0000;3,0000;0,0263;0,0311;0,0259;7,0168
23,0000;4,0000;0,0251;0,0298;0,0246;6,5119
23,0000;5,0000;0,0277;0,0329;0,0271;4,3249
23,0000;6,0000;0,0259;0,0306;0,0254;3,6776
23,0000;7,0000;0,0323;0,0391;0,0316;3,3542
23,0000;8,0000;0,0268;0,0310;0,0262;3,1620
23,0000;9,0000;0,0246;0,0274;0,0242;2,5834
23,0000;10,0000;0,0274;0,0324;0,0268;2,0852
23,0000;11,0000;0,0320;0,0381;0,0313;1,5635
23,0000;12,0000;0,0271;0,0322;0,0265;1,8413
23,0000;13,0000;0,0342;0,0389;0,0337;1,8769
23,0000;14,0000;0,0263;0,0314;0,0257;1,8125
23,0000;15,0000;0,0229;0,0275;0,0224;1,4001
23,0000;16,0000;0,0331;0,0386;0,0324;1,5158
23,0000;17,0000;0,0242;0,0283;0,0237;1,1669
23,0000;18,0000;0,0285;0,0335;0,0279;1,2641
23,0000;19,0000;0,0241;0,0277;0,0236;1,2275
23,0000;20,0000;0,0265;0,0309;0,0259;1,3199
23,0000;21,0000;0,0240;0,0278;0,0235;1,2576
23,0000;22,0000;0,0292;0,0342;0,0286;1,0799
23,0000;23,0000;0,0290;0,0350;0,0284;0,9531
23,0000;24,0000;0,0308;0,0369;0,0301;1,0837
23,0000;25,0000;0,0267;0,0313;0,0261;0,8432
24,0000;1,0000;0,0399;0,0570;0,0396;7,0294
24,0000;2,0000;0,0314;0,0318;0,0313;9,8551
24,0000;3,0000;0,0254;0,0293;0,0250;7,9778
24,0000;4,0000;0,0285;0,0343;0,0280;6,5494
24,0000;5,0000;0,0285;0,0365;0,0278;4,8116
24,0000;6,0000;0,0221;0,0251;0,0217;4,3245
24,0000;7,0000;0,0287;0,0359;0,0280;3,1923
24,0000;8,0000;0,0237;0,0285;0,0232;2,9610
24,0000;9,0000;0,0269;0,0329;0,0262;2,3343
24,0000;10,0000;0,0315;0,0384;0,0308;2,3880
24,0000;11,0000;0,0317;0,0373;0,0311;2,1632
24,0000;12,0000;0,0262;0,0314;0,0256;2,2334
24,0000;13,0000;0,0346;0,0407;0,0338;1,7174
24,0000;14,0000;0,0270;0,0313;0,0265;1,6089
24,0000;15,0000;0,0297;0,0361;0,0291;1,6207
24,0000;16,0000;0,0308;0,0367;0,0301;1,3625
24,0000;17,0000;0,0234;0,0282;0,0229;1,1623
24,0000;18,0000;0,0311;0,0360;0,0305;1,1426
24,0000;19,0000;0,0298;0,0352;0,0292;1,2375
24,0000;20,0000;0,0264;0,0308;0,0258;1,1448
24,0000;21,0000;0,0248;0,0277;0,0244;1,1999
24,0000;22,0000;0,0264;0,0309;0,0259;1,0359
24,0000;23,0000;0,0337;0,0396;0,0331;1,0992
24,0000;24,0000;0,0258;0,0293;0,0253;1,2811
24,0000;25,0000;0,0362;0,0447;0,0354;0,9477
25,0000;1,0000;0,0273;0,0379;0,0271;4,2944
25,0000;2,0000;0,0362;0,0387;0,0361;8,5941
25,0000;3,0000;0,0244;0,0299;0,0239;6,4312
25,0000;4,0000;0,0279;0,0303;0,0276;3,9205
25,0000;5,0000;0,0258;0,0314;0,0253;4,4096
25,0000;6,0000;0,0248;0,0312;0,0241;3,4723
25,0000;7,0000;0,0198;0,0228;0,0195;4,1173
25,0000;8,0000;0,0222;0,0240;0,0219;2,8770
25,0000;9,0000;0,0240;0,0276;0,0236;2,4464
25,0000;10,0000;0,0232;0,0285;0,0226;2,5131
25,0000;11,0000;0,0238;0,0286;0,0232;2,2337
25,0000;12,0000;0,0291;0,0355;0,0285;1,6808
25,0000;13,0000;0,0238;0,0278;0,0234;1,6550
25,0000;14,0000;0,0253;0,0307;0,0246;1,7410
25,0000;15,0000;0,0288;0,0326;0,0284;1,6147
25,0000;16,0000;0,0271;0,0327;0,0266;1,7236
25,0000;17,0000;0,0291;0,0340;0,0284;1,3511
25,0000;18,0000;0,0258;0,0303;0,0253;1,1474
25,0000;19,0000;0,0283;0,0338;0,0277;1,1119
25,0000;20,0000;0,0257;0,0293;0,0252;1,2405
25,0000;21,0000;0,0306;0,0365;0,0299;1,0498
25,0000;22,0000;0,0271;0,0317;0,0266;1,0469
25,0000;23,0000;0,0253;0,0300;0,0247;0,9126
25,0000;24,0000;0,0292;0,0353;0,0285;0,8504
25,0000;25,0000;0,0265;0,0312;0,0260;0,9451


