3;22;0.764;0.0293;0.7787;0.0349;0.7628;0.0287;4.2982;1.3137
3;23;0.7674;0.0265;0.7824;0.03;0.7662;0.0261;3.8508;1.003
3;24;0.7658;0.0287;0.7807;0.0319;0.7646;0.0284;4.0786;1.1806
3;25;0.769;0.0219;0.7858;0.0268;0.7675;0.0215;3.9298;1.1077
4;1;0.6061;0.0257;0.4714;0.0442;0.6119;0.0255;28.1664;2.8178
4;2;0.7188;0.0278;0.7258;0.0323;0.7185;0.0276;26.4624;7.903
4;3;0.7366;0.0312;0.7481;0.0335;0.7359;0.0311;19.8089;6.7437
4;4;0.7483;0.0293;0.7577;0.0345;0.7477;0.0288;15.0081;5.423
4;5;0.7517;0.028;0.7647;0.0302;0.7508;0.0278;13.5801;4.3722
4;6;0.7526;0.0277;0.7669;0.03;0.7516;0.0275;10.712;3.5048
4;7;0.765;0.0247;0.7798;0.0264;0.7638;0.0245;9.1873;2.4886
4;8;0.7604;0.0277;0.7772;0.0292;0.759;0.0275;8.7632;2.6222
4;9;0.7692;0.0236;0.7868;0.0248;0.7677;0.0234;8.0311;2.1169
4;10;0.7689;0.0273;0.7855;0.0315;0.7675;0.0268;7.3814;2.6328
4;11;0.7725;0.0221;0.7913;0.0233;0.7708;0.0219;7.1041;1.9596
4;12;0.7754;0.0239;0.7916;0.0263;0.774;0.0235;6.0876;1.5415
4;13;0.7734;0.0239;0.791;0.0246;0.7718;0.0238;5.9041;1.612
4;14;0.7747;0.0298;0.791;0.036;0.7733;0.0291;5.4639;1.5674
4;15;0.7722;0.0264;0.7907;0.0308;0.7705;0.0259;5.027;1.4777
4;16;0.771;0.0259;0.7877;0.0306;0.7696;0.0253;5.2204;1.5683
4;17;0.7748;0.0285;0.791;0.0326;0.7734;0.028;4.9552;1.5209
4;18;0.7736;0.0262;0.7921;0.0292;0.7719;0.0259;4.3888;1.2278
4;19;0.7758;0.0282;0.795;0.0319;0.7741;0.0277;4.1627;1.0261
4;20;0.7701;0.0342;0.7882;0.0379;0.7685;0.0337;4.1936;1.0571
4;21;0.7669;0.0348;0.7857;0.0447;0.7652;0.0339;4.1355;1.2239
4;22;0.7665;0.0263;0.7839;0.0291;0.765;0.0259;3.8041;1.0258
4;23;0.7685;0.0289;0.7863;0.0343;0.767;0.0283;3.628;0.8656
4;24;0.7747;0.0263;0.7937;0.0297;0.773;0.0259;3.8124;0.9672
4;25;0.7718;0.0296;0.7894;0.0345;0.7702;0.029;3.5998;0.964
5;1;0.638;0.0301;0.5409;0.0524;0.6429;0.0297;24.8002;0.8318
5;2;0.7272;0.0347;0.731;0.0377;0.7271;0.0346;27.5455;8.712
5;3;0.7398;0.0298;0.7491;0.0306;0.7393;0.0297;21.5766;7.5897
5;4;0.7662;0.0224;0.7761;0.0236;0.7656;0.0223;14.8994;4.6827
5;5;0.7698;0.0288;0.7803;0.0295;0.7691;0.0288;13.4309;3.9011
5;6;0.783;0.0243;0.794;0.0266;0.7821;0.0241;10.8475;2.9847
5;7;0.7773;0.0224;0.7906;0.0248;0.7762;0.0222;9.8487;3.0694
5;8;0.7774;0.0277;0.79;0.0313;0.7764;0.0273;8.9205;2.7294
5;9;0.7846;0.0226;0.7982;0.0271;0.7834;0.0221;7.7216;2.067
5;10;0.7789;0.0273;0.7931;0.0302;0.7777;0.0269;7.5041;2.8385
5;11;0.7845;0.0216;0.8019;0.0227;0.7829;0.0214;6.8573;1.6864
5;12;0.7882;0.0211;0.8025;0.0257;0.787;0.0206;6.6731;2.0257
5;13;0.7874;0.0244;0.8032;0.0265;0.786;0.0242;5.81;1.8124
5;14;0.7871;0.025;0.8041;0.0273;0.7855;0.0247;5.4751;1.4822
5;15;0.7902;0.0244;0.8065;0.0282;0.7887;0.024;5.4754;1.29
5;16;0.7839;0.0313;0.7995;0.0366;0.7824;0.0307;4.7772;1.4617
5;17;0.7816;0.0327;0.7958;0.0386;0.7803;0.032;4.788;1.3973
5;18;0.7861;0.0273;0.8027;0.0306;0.7845;0.0268;4.6134;1.1643
5;19;0.792;0.0274;0.8072;0.0305;0.7906;0.0269;4.1561;1.0175
5;20;0.7951;0.0242;0.8113;0.0267;0.7935;0.0238;4.0758;1.1581
5;21;0.7961;0.0216;0.8134;0.0228;0.7944;0.0213;3.9785;1.2154
5;22;0.7807;0.0234;0.7945;0.0286;0.7794;0.0228;3.7624;1.036
5;23;0.7877;0.0298;0.8026;0.032;0.7864;0.0294;3.8151;0.9675
5;24;0.7874;0.0323;0.8035;0.0372;0.7859;0.0316;3.7068;1.0568
5;25;0.7924;0.032;0.8089;0.0348;0.7908;0.0315;3.5994;0.8873
6;1;0.628;0.0279;0.5242;0.0426;0.633;0.0278;25.5404;2.2034
6;2;0.7344;0.0303;0.7355;0.0351;0.7346;0.03;28.4663;8.4731
6;3;0.7539;0.0318;0.7634;0.0356;0.7534;0.0315;21.4555;7.2203
6;4;0.7627;0.0293;0.7737;0.0347;0.7619;0.0288;17.482;6.1618
6;5;0.7812;0.0188;0.794;0.0204;0.7802;0.0187;13.1053;4.4805
6;6;0.7755;0.0254;0.7896;0.0265;0.7744;0.0252;11.4581;4.8334
6;7;0.7742;0.0307;0.7886;0.0333;0.773;0.0304;10.621;3.4547
6;8;0.7842;0.0295;0.7996;0.03;0.7829;0.0293;8.7972;3.1716
6;9;0.7839;0.0226;0.7978;0.0242;0.7827;0.0223;8.2774;2.6876
6;10;0.7928;0.0285;0.8081;0.0308;0.7914;0.0281;7.2045;2.2323
6;11;0.7874;0.0237;0.8029;0.0286;0.7859;0.023;7.1002;2.3187
6;12;0.7868;0.0261;0.8016;0.0305;0.7854;0.0255;6.1344;2.1692
6;13;0.7947;0.0246;0.8117;0.0275;0.7931;0.0242;5.8461;2.0983
6;14;0.7867;0.0288;0.8017;0.0332;0.7853;0.0281;5.5911;1.4905
6;15;0.793;0.0251;0.8096;0.029;0.7914;0.0246;5.3031;1.4265
6;16;0.7945;0.0213;0.8103;0.0245;0.793;0.0208;4.7423;1.2663
6;17;0.7982;0.0328;0.8144;0.0388;0.7966;0.0321;4.9312;1.4717
6;18;0.7901;0.0235;0.8071;0.028;0.7885;0.0228;4.6876;1.235
6;19;0.7931;0.0311;0.8091;0.0351;0.7915;0.0305;4.1287;1.118
6;20;0.7977;0.0271;0.8161;0.0301;0.7957;0.0266;4.2785;0.9577
6;21;0.7934;0.0262;0.8109;0.0309;0.7917;0.0256;3.7391;1.0436
6;22;0.7948;0.0278;0.8115;0.0322;0.7931;0.0272;4.0694;1.3123
6;23;0.8023;0.027;0.8187;0.0301;0.8006;0.0265;3.6446;0.8913
6;24;0.7933;0.037;0.8091;0.0437;0.7916;0.0362;3.5676;1.0773
6;25;0.7988;0.0306;0.8164;0.0357;0.7969;0.0299;3.4869;0.9271
7;1;0.6483;0.0243;0.5535;0.0423;0.6532;0.0239;26.5291;1.8063
7;2;0.7557;0.0237;0.7599;0.0258;0.7556;0.0237;29.8675;9.7219
7;3;0.7797;0.028;0.7894;0.0298;0.779;0.0278;19.6927;6.2637
7;4;0.7744;0.0263;0.7868;0.028;0.7734;0.0261;16.4067;6.1346
7;5;0.7942;0.0255;0.8057;0.0284;0.7932;0.0252;13.988;3.8001
7;6;0.7989;0.0218;0.8117;0.024;0.7977;0.0215;12.0766;3.2071
7;7;0.7971;0.0292;0.8111;0.034;0.7957;0.0286;11.0363;3.4316
7;8;0.7952;0.0219;0.81;0.0239;0.7938;0.0215;8.7842;2.9605
7;9;0.7955;0.0239;0.811;0.0262;0.794;0.0236;8.5332;2.5203
7;10;0.7961;0.0232;0.812;0.0256;0.7946;0.0229;7.8474;2.2512
7;11;0.7996;0.0214;0.8164;0.0243;0.798;0.021;7.0522;1.9515
7;12;0.7878;0.0299;0.8022;0.0345;0.7865;0.0293;6.5585;2.1446
7;13;0.7962;0.024;0.8118;0.0269;0.7947;0.0236;6.414;1.9922
7;14;0.8034;0.0221;0.82;0.0259;0.8016;0.0215;6.2763;1.823
7;15;0.8018;0.0224;0.8185;0.0255;0.8;0.022;5.5515;1.2627
7;16;0.8053;0.0209;0.8204;0.024;0.8038;0.0205;5.198;1.4205
7;17;0.7955;0.0305;0.8096;0.0361;0.7942;0.0298;5.097;1.3653
7;18;0.8057;0.0293;0.8217;0.0335;0.804;0.0288;5.0238;1.5162
7;19;0.8006;0.0364;0.8152;0.0416;0.799;0.0357;4.5374;1.2679
7;20;0.8;0.0307;0.8153;0.034;0.7984;0.0302;5.2966;1.6556
7;21;0.7993;0.0345;0.8141;0.0401;0.7977;0.0337;4.2909;1.1365
7;22;0.8055;0.0263;0.8213;0.0295;0.8039;0.0259;4.5777;1.2984
7;23;0.8019;0.0314;0.8182;0.036;0.8002;0.0308;4.222;1.3849
7;24;0.7984;0.0303;0.8142;0.0349;0.7968;0.0296;4.1029;1.069
7;25;0.8088;0.0236;0.8263;0.0243;0.8069;0.0233;3.6627;1.0956
8;1;0.6391;0.0305;0.5509;0.051;0.6437;0.0302;27.8537;3.2097
8;2;0.7357;0.032;0.7407;0.034;0.7356;0.0319;25.9455;8.1346
8;3;0.7527;0.0363;0.7615;0.0387;0.7522;0.036;20.3019;6.6759
8;4;0.7681;0.0256;0.7792;0.0283;0.7673;0.0254;16.1454;5.5632
8;5;0.7636;0.0326;0.7743;0.0392;0.7628;0.032;12.8921;4.5604
8;6;0.7839;0.0274;0.7963;0.0313;0.7828;0.027;12.2079;3.8738
8;7;0.7844;0.0356;0.7979;0.0401;0.7832;0.035;10.3572;3.3138
8;8;0.7831;0.0347;0.7947;0.0406;0.782;0.0339;9.1332;2.3748
8;9;0.7712;0.0351;0.7838;0.0401;0.7702;0.0345;8.5055;3.0305
8;10;0.7769;0.0292;0.7911;0.0342;0.7757;0.0287;7.3244;1.9906
8;11;0.7809;0.0351;0.7959;0.0394;0.7796;0.0346;6.9362;1.8701
8;12;0.7816;0.0285;0.7971;0.0322;0.7802;0.0279;6.3408;1.7715
8;13;0.7928;0.028;0.8092;0.03;0.7913;0.0277;5.8692;1.7906
8;14;0.7858;0.0288;0.8015;0.0316;0.7844;0.0284;5.3934;1.8309
8;15;0.7885;0.0274;0.8029;0.0314;0.7871;0.0268;4.7657;1.3996
8;16;0.789;0.0235;0.8044;0.0284;0.7875;0.0229;4.8419;1.4276
8;17;0.7871;0.0315;0.8014;0.0361;0.7857;0.0309;5.0198;1.5115
8;18;0.7945;0.0204;0.8096;0.0231;0.793;0.02;4.6532;1.3092
8;19;0.7942;0.0278;0.8101;0.0335;0.7926;0.0271;4.4864;1.424
8;20;0.7942;0.032;0.8106;0.0344;0.7925;0.0315;4.0331;1.1246
8;21;0.7947;0.0225;0.8107;0.0246;0.7932;0.0222;3.7908;0.9282
8;22;0.7964;0.0248;0.812;0.028;0.7948;0.0243;3.8925;1.0225
8;23;0.7981;0.0238;0.8155;0.0259;0.7963;0.0234;3.7993;1.1106
8;24;0.7991;0.0209;0.8149;0.0222;0.7976;0.0207;3.7081;0.8656
8;25;0.7987;0.0286;0.8129;0.0335;0.7973;0.0279;3.4169;1.0338
9;1;0.6355;0.0307;0.5589;0.0478;0.6395;0.0305;25.9765;1.5851
9;2;0.7454;0.0295;0.7497;0.0337;0.7453;0.0292;24.8327;6.8903
9;3;0.7629;0.0296;0.7718;0.0319;0.7624;0.0294;22.2356;6.8535
9;4;0.7693;0.0263;0.7773;0.0274;0.7688;0.0261;16.7597;5.5538
9;5;0.7785;0.0346;0.7885;0.0383;0.7778;0.0342;12.5146;3.9654
9;6;0.7896;0.0334;0.8011;0.0367;0.7886;0.0329;11.7124;3.2463
9;7;0.7801;0.0285;0.7934;0.0337;0.779;0.0279;10.37;3.2397
9;8;0.7793;0.0265;0.792;0.0307;0.7782;0.026;9.3443;3.1463
9;9;0.7774;0.0289;0.7902;0.0339;0.7764;0.0282;8.07;2.3516
9;10;0.7866;0.0263;0.8008;0.0301;0.7854;0.0259;6.966;2.3859
9;11;0.7868;0.0277;0.801;0.0319;0.7855;0.0271;6.8387;1.9972
9;12;0.7889;0.0318;0.8038;0.0361;0.7875;0.0312;6.6668;2.3106
9;13;0.7877;0.0306;0.802;0.037;0.7863;0.0299;5.8164;1.6552
9;14;0.7774;0.0335;0.7913;0.0361;0.7763;0.0331;5.6516;1.721
9;15;0.7866;0.0255;0.8007;0.0283;0.7853;0.0252;5.3885;1.7678
9;16;0.7845;0.0306;0.8002;0.0363;0.783;0.0299;4.9623;1.3685
9;17;0.7856;0.0272;0.8001;0.0302;0.7843;0.0267;4.8196;1.394
9;18;0.7829;0.0297;0.7972;0.0343;0.7816;0.029;4.2738;1.2103
9;19;0.7874;0.0334;0.802;0.0377;0.7861;0.0328;4.5238;1.3136
9;20;0.7804;0.0299;0.794;0.0355;0.7791;0.0291;4.145;1.2034
9;21;0.7904;0.0293;0.8063;0.0322;0.7888;0.0288;4.0993;0.9391
9;22;0.7839;0.0351;0.7976;0.0407;0.7826;0.0344;3.9711;1.1856
9;23;0.7915;0.0285;0.8068;0.0327;0.79;0.0279;3.7284;1.1324
9;24;0.7901;0.0271;0.8048;0.0312;0.7887;0.0265;3.6876;1.078
9;25;0.7877;0.0323;0.8013;0.0392;0.7864;0.0315;3.8112;0.9893
10;1;0.638;0.0268;0.5552;0.0418;0.6423;0.0266;28.6901;3.3396
10;2;0.7331;0.0335;0.7417;0.0377;0.7327;0.0332;26.3664;8.5779
10;3;0.7578;0.0385;0.7651;0.0435;0.7574;0.0381;21.1595;7.5463
10;4;0.7709;0.0344;0.7783;0.0401;0.7704;0.0338;17.8398;6.5016
10;5;0.7794;0.0317;0.7891;0.0364;0.7787;0.0312;14.4338;5.1216
10;6;0.7764;0.0301;0.7892;0.0329;0.7754;0.0297;12.5337;3.7728
10;7;0.786;0.0284;0.7983;0.0329;0.7849;0.0278;10.0806;3.2783
10;8;0.7739;0.0332;0.7864;0.0384;0.7729;0.0326;9.2795;2.7285
10;9;0.7731;0.0313;0.7871;0.0338;0.772;0.0309;9.5369;2.7115
10;10;0.7844;0.0273;0.7997;0.0299;0.783;0.0268;7.8875;2.4772
10;11;0.7821;0.0282;0.7958;0.0317;0.7809;0.0276;7.1716;1.9948
10;12;0.7723;0.0342;0.7843;0.0397;0.7713;0.0335;7.671;2.2859
10;13;0.7768;0.03;0.791;0.0347;0.7755;0.0293;7.0414;2.6099
10;14;0.7826;0.0353;0.7959;0.0386;0.7814;0.0348;6.4319;2.0528
10;15;0.7833;0.0253;0.7965;0.0301;0.7821;0.0247;5.6177;1.5929
10;16;0.7892;0.0274;0.8028;0.0314;0.788;0.0269;5.3867;1.6181
10;17;0.7843;0.0323;0.7966;0.038;0.7832;0.0316;5.3983;1.535
10;18;0.7909;0.032;0.8043;0.0364;0.7896;0.0314;4.928;1.2948
10;19;0.7908;0.0248;0.8042;0.0293;0.7896;0.0242;4.5828;1.2423
10;20;0.7888;0.0286;0.8025;0.0318;0.7876;0.0281;4.5167;1.2475
10;21;0.7861;0.0361;0.8;0.042;0.7848;0.0354;4.1753;1.124
10;22;0.7909;0.0303;0.8047;0.0348;0.7897;0.0297;4.3284;1.2976
10;23;0.7953;0.0313;0.8087;0.0382;0.7939;0.0305;4.093;1.0452
10;24;0.7938;0.0355;0.8057;0.0419;0.7926;0.0347;3.8412;0.9196
10;25;0.7875;0.0324;0.8018;0.0349;0.7862;0.0319;4.0177;1.2433
11;1;0.6444;0.0275;0.5758;0.0428;0.6482;0.0273;28.4836;3.1458
11;2;0.7339;0.0283;0.739;0.0323;0.7337;0.0282;28.5348;9.5794
11;3;0.7601;0.0326;0.7686;0.0372;0.7595;0.0322;22.7611;7.4202
11;4;0.773;0.0319;0.7817;0.0347;0.7724;0.0315;15.975;3.6407
11;5;0.7715;0.0298;0.7837;0.0354;0.7705;0.0291;13.208;4.0509
11;6;0.778;0.0283;0.7896;0.0328;0.7771;0.0278;12.4887;4.1764
11;7;0.7758;0.03;0.7863;0.0363;0.775;0.0293;9.9998;3.2331
11;8;0.7812;0.0353;0.7933;0.0424;0.7801;0.0345;8.9882;3.0471
11;9;0.7823;0.0267;0.7967;0.0288;0.7811;0.0264;8.126;2.2509
11;10;0.7821;0.0334;0.7956;0.0387;0.7809;0.0327;8.1935;2.7639
11;11;0.7739;0.0325;0.7852;0.0363;0.7731;0.0321;6.8331;2.1235
11;12;0.7794;0.0308;0.7915;0.0366;0.7784;0.0301;6.2302;1.8282
11;13;0.7811;0.0319;0.794;0.037;0.78;0.0312;5.8603;1.598
11;14;0.7918;0.0285;0.8043;0.0328;0.7907;0.0279;5.5244;1.5324
11;15;0.7834;0.0343;0.7959;0.0391;0.7823;0.0336;5.3904;1.6129
11;16;0.7853;0.0364;0.797;0.0417;0.7842;0.0357;5.0802;1.6666
11;17;0.7895;0.0318;0.8033;0.0371;0.7882;0.0311;4.7565;1.5368
11;18;0.7863;0.0326;0.7979;0.0378;0.7853;0.032;5.0163;1.5042
11;19;0.7912;0.0298;0.805;0.0331;0.79;0.0293;4.4033;1.3937
11;20;0.7853;0.0281;0.7976;0.033;0.7843;0.0274;4.5502;0.932
11;21;0.7919;0.0286;0.8063;0.0313;0.7906;0.0281;4.061;1.2105
11;22;0.7951;0.0257;0.8104;0.0291;0.7936;0.0251;3.8097;1.0412
11;23;0.7974;0.0311;0.8121;0.0349;0.796;0.0305;4.2484;1.1156
11;24;0.7959;0.0314;0.811;0.0344;0.7944;0.0309;3.7205;0.9599
11;25;0.8012;0.0251;0.815;0.0292;0.7998;0.0245;3.5476;0.93
12;1;0.6406;0.0257;0.5756;0.0414;0.6442;0.0254;27.4467;1.8831
12;2;0.7515;0.029;0.7585;0.0324;0.7512;0.0287;29.1228;10.4706
12;3;0.753;0.0232;0.7642;0.0276;0.7522;0.0228;24.0229;7.1329
12;4;0.7415;0.0277;0.7519;0.0327;0.7408;0.0272;18.3448;5.7586
12;5;0.7522;0.0249;0.7666;0.0267;0.7512;0.0247;15.2711;5.3425
12;6;0.7522;0.028;0.7646;0.0312;0.7513;0.0276;12.5699;3.8333
12;7;0.7604;0.0265;0.7738;0.0322;0.7593;0.0258;10.7622;2.9083
12;8;0.7664;0.0292;0.7791;0.0346;0.7653;0.0286;10.4867;3.4029
12;9;0.7647;0.025;0.776;0.0319;0.7639;0.0244;8.7742;2.7258
12;10;0.7712;0.0305;0.7855;0.035;0.77;0.0299;7.7521;2.4187
12;11;0.7731;0.035;0.7886;0.0385;0.7718;0.0345;6.8973;2.3216
12;12;0.776;0.031;0.7903;0.0362;0.7747;0.0303;6.1521;1.931
12;13;0.7767;0.0286;0.7903;0.0333;0.7756;0.0279;6.2209;1.6513
12;14;0.7828;0.0294;0.7965;0.0346;0.7816;0.0288;6.1738;2.1635
12;15;0.7785;0.0348;0.791;0.0406;0.7774;0.0341;5.3847;1.6383
12;16;0.7939;0.0244;0.8091;0.0271;0.7924;0.0239;4.8594;1.4088
12;17;0.7843;0.0284;0.7968;0.0332;0.7832;0.0277;5.0526;1.5325
12;18;0.7865;0.0266;0.7987;0.0323;0.7854;0.026;4.8674;1.2767
12;19;0.7807;0.0305;0.7931;0.035;0.7797;0.0299;4.6255;1.3464
12;20;0.7891;0.0242;0.803;0.028;0.7878;0.0237;4.3301;1.0268
12;21;0.7861;0.0305;0.7998;0.0329;0.7849;0.0302;4.57;1.4323
12;22;0.7884;0.0309;0.8018;0.0354;0.7872;0.0303;4.0791;1.1441
12;23;0.791;0.0291;0.8045;0.0332;0.7898;0.0286;3.8335;1.0516
12;24;0.7915;0.0268;0.8064;0.029;0.7901;0.0264;3.7693;1.0923
12;25;0.7931;0.0266;0.8067;0.0304;0.7919;0.0261;3.5856;0.922
13;1;0.6511;0.0261;0.5884;0.0417;0.6547;0.0259;32.1713;5.7897
13;2;0.726;0.0334;0.7328;0.038;0.7257;0.0332;32.2941;11.5977
13;3;0.7467;0.0284;0.7581;0.0319;0.746;0.028;22.1294;6.7693
13;4;0.7489;0.0237;0.7616;0.0303;0.748;0.0231;17.4892;6.2187
13;5;0.7536;0.0281;0.7667;0.0323;0.7527;0.0276;14.6692;5.0314
13;6;0.7555;0.0273;0.7687;0.0309;0.7545;0.0269;12.6824;4.0081
13;7;0.7583;0.0239;0.77;0.0294;0.7575;0.0234;10.1113;3.7546
13;8;0.7577;0.0225;0.7727;0.0252;0.7566;0.0222;11.1043;3.3502
13;9;0.7605;0.0233;0.7731;0.0286;0.7596;0.0228;8.0616;2.1905
13;10;0.7679;0.0273;0.7807;0.0327;0.7669;0.0268;8.0733;2.4193
13;11;0.7677;0.0261;0.7812;0.03;0.7666;0.0256;7.1819;2.4668
13;12;0.7702;0.0262;0.784;0.0318;0.7691;0.0256;6.6177;2.2585
13;13;0.7683;0.0291;0.7802;0.0343;0.7674;0.0285;6.2611;1.8028
13;14;0.7751;0.0284;0.7877;0.0334;0.7741;0.0278;5.8322;1.908
13;15;0.7727;0.0313;0.7836;0.0376;0.7718;0.0307;5.5247;1.5188
13;16;0.7733;0.0301;0.785;0.0361;0.7723;0.0294;5.0944;1.3512
13;17;0.7735;0.0252;0.786;0.0299;0.7725;0.0248;4.8985;1.4275
13;18;0.7708;0.0295;0.7813;0.0366;0.77;0.0288;4.6956;1.2703
13;19;0.7774;0.0234;0.7913;0.0285;0.7763;0.0227;4.8012;1.3363
13;20;0.7775;0.0297;0.7901;0.0348;0.7765;0.029;4.3154;0.9169
13;21;0.7813;0.0268;0.7938;0.0302;0.7803;0.0263;4.119;0.9891
13;22;0.7744;0.0336;0.7865;0.04;0.7734;0.0329;4.1705;1.2654
13;23;0.7837;0.0232;0.7953;0.0284;0.7828;0.0225;3.858;0.9908
13;24;0.7861;0.0298;0.7998;0.0351;0.7848;0.0291;3.8089;1.053
