0.7263;0.7387;0.7256;12.6660
0.7956;0.8082;0.7946;13.7250
0.7847;0.7885;0.7846;9.3910
0.7993;0.8110;0.7983;12.3540
0.7701;0.7586;0.7715;14.3410
0.8102;0.8182;0.8096;13.6840
0.7701;0.7789;0.7696;7.4690
0.8139;0.8235;0.8131;14.0600
0.7701;0.7568;0.7716;14.9550
0.8139;0.8145;0.8142;12.0620
0.8248;0.8356;0.8238;14.4900
0.7737;0.7817;0.7733;17.9990
0.8102;0.8060;0.8111;10.8980
0.7774;0.7889;0.7765;8.0730
0.8358;0.8475;0.8345;15.4940
0.7956;0.7941;0.7962;8.3550
0.8212;0.8269;0.8208;14.1730
0.8431;0.8481;0.8428;12.1820
0.8321;0.8333;0.8324;15.5290
0.7774;0.7875;0.7767;9.8870
0.7847;0.7944;0.7840;12.4050
0.8212;0.8304;0.8204;9.4770
0.7701;0.7864;0.7688;10.7930
0.8029;0.8043;0.8031;10.0880
0.8139;0.8271;0.8126;13.6190
0.8102;0.8088;0.8108;17.1060
0.7810;0.7931;0.7801;8.7610
0.8175;0.8264;0.8168;12.3103
0.8248;0.8333;0.8241;14.4990
0.8029;0.8163;0.8017;11.6230
0.8321;0.8333;0.8324;13.1949
0.7628;0.7937;0.7599;7.4930
0.8175;0.8175;0.8179;17.7029
0.7336;0.7306;0.7342;17.0387
0.7372;0.7465;0.7368;13.9085
0.6971;0.6693;0.6993;14.2200
0.8139;0.8235;0.8131;9.8270
0.7810;0.7857;0.7809;13.1440
0.8285;0.8362;0.8278;9.3749
0.7701;0.7820;0.7692;10.1250
0.7956;0.8014;0.7954;10.4290
0.7993;0.8084;0.7986;14.7410
0.8321;0.8345;0.8322;10.8220
0.7628;0.7811;0.7613;10.7754
0.8139;0.8223;0.8132;11.5880
0.8248;0.8322;0.8243;10.2149
0.7956;0.8000;0.7955;16.0660
0.8321;0.8456;0.8306;11.2120
0.8321;0.8435;0.8309;12.5750
0.7774;0.7845;0.7770;9.5200
