5,0000;5,0000;0,0235;0,0251;0,0234;4,4079
6,0000;5,0000;0,0240;0,0254;0,0239;4,3295
7,0000;5,0000;0,0217;0,0234;0,0216;3,6933
8,0000;5,0000;0,0259;0,0269;0,0258;3,6211
9,0000;5,0000;0,0233;0,0239;0,0233;2,8712
10,0000;5,0000;0,0218;0,0226;0,0219;3,1113
11,0000;5,0000;0,0282;0,0313;0,0279;2,8501
12,0000;5,0000;0,0252;0,0269;0,0250;1,8892
13,0000;5,0000;0,0287;0,0301;0,0285;2,2472
14,0000;5,0000;0,0217;0,0247;0,0214;1,8705
15,0000;5,0000;0,0281;0,0304;0,0279;1,7704
16,0000;5,0000;0,0293;0,0353;0,0287;1,7400
17,0000;5,0000;0,0311;0,0340;0,0309;1,5264
18,0000;5,0000;0,0298;0,0322;0,0296;1,7591
19,0000;5,0000;0,0231;0,0259;0,0229;1,5068
20,0000;5,0000;0,0257;0,0315;0,0253;1,5643
21,0000;5,0000;0,0300;0,0342;0,0297;1,3786
22,0000;5,0000;0,0264;0,0304;0,0261;1,3556
