5,0000;20,0000;0,7766;0,7794;0,7767;23,9199
6,0000;20,0000;0,7759;0,7799;0,7758;19,0040
7,0000;20,0000;0,7804;0,7843;0,7803;15,6472
8,0000;20,0000;0,7803;0,7844;0,7802;14,3338
9,0000;20,0000;0,7650;0,7672;0,7651;13,4239
10,0000;20,0000;0,7707;0,7745;0,7706;12,0449
11,0000;20,0000;0,7689;0,7740;0,7687;11,6720
12,0000;20,0000;0,7652;0,7695;0,7650;10,8497
13,0000;20,0000;0,7717;0,7772;0,7714;9,8188
14,0000;20,0000;0,7704;0,7758;0,7702;9,7849
15,0000;20,0000;0,7674;0,7704;0,7673;8,2810
16,0000;20,0000;0,7682;0,7710;0,7682;8,4023
17,0000;20,0000;0,7654;0,7682;0,7653;8,0699
18,0000;20,0000;0,7666;0,7694;0,7666;7,4298
19,0000;20,0000;0,7708;0,7738;0,7708;7,2072
20,0000;20,0000;0,7627;0,7645;0,7628;6,9426
21,0000;20,0000;0,7538;0,7540;0,7541;7,3454
22,0000;20,0000;0,7626;0,7639;0,7627;6,6013
