0.7847;0.7807;0.7854;9.9020
0.7482;0.7527;0.7481;5.4870
0.7956;0.8056;0.7949;8.9370
0.7956;0.8121;0.7941;6.2640
0.8248;0.8389;0.8233;7.9650
0.7555;0.7413;0.7570;12.3020
0.8175;0.8227;0.8173;5.7170
0.8467;0.8591;0.8452;5.4800
0.7810;0.7887;0.7806;4.6070
0.7993;0.8084;0.7986;5.0170
0.8212;0.8304;0.8204;7.5010
0.7774;0.7749;0.7780;4.4370
0.8431;0.8552;0.8416;7.3610
0.7372;0.7120;0.7395;9.3760
0.7993;0.8161;0.7977;6.9880
0.7555;0.7472;0.7566;10.0690
0.8029;0.7985;0.8038;6.5051
0.8212;0.8304;0.8204;8.6930
0.8394;0.8514;0.8381;7.0280
0.7555;0.7528;0.7561;9.0480
0.7263;0.7082;0.7280;6.6140
0.8066;0.8153;0.8059;6.3050
0.8175;0.8239;0.8171;7.3930
0.8102;0.8182;0.8096;7.8880
0.7883;0.8079;0.7865;6.1250
0.8066;0.8059;0.8070;6.4170
0.7336;0.7115;0.7356;4.9070
0.8066;0.8227;0.8050;6.3120
0.7664;0.7612;0.7673;8.3680
0.8139;0.8223;0.8132;10.5939
0.7737;0.7721;0.7743;14.6040
0.7956;0.8042;0.7950;10.6146
0.7920;0.8000;0.7915;6.3490
0.8175;0.8264;0.8168;10.3270
0.8139;0.8211;0.8134;6.5180
0.8358;0.8410;0.8354;11.2870
0.8029;0.8099;0.8025;9.6860
0.7774;0.7814;0.7773;8.4851
0.7664;0.7647;0.7670;9.1200
0.7701;0.7774;0.7697;4.7140
0.8029;0.8058;0.8030;6.8438
0.7591;0.7755;0.7579;6.7200
0.8029;0.8163;0.8017;4.8290
0.8394;0.8514;0.8381;5.0790
0.8029;0.8224;0.8009;5.1600
0.8029;0.8000;0.8036;7.5350
0.7847;0.7790;0.7856;5.0960
0.8139;0.8306;0.8121;6.7700
0.7920;0.8014;0.7913;7.6430
0.7920;0.7957;0.7920;5.4430
