5,0000;15,0000;0,0235;0,0265;0,0232;4,8072
6,0000;15,0000;0,0209;0,0246;0,0206;4,2625
7,0000;15,0000;0,0248;0,0308;0,0243;3,4477
8,0000;15,0000;0,0344;0,0407;0,0339;3,3764
9,0000;15,0000;0,0262;0,0301;0,0258;3,2033
10,0000;15,0000;0,0334;0,0380;0,0329;2,8599
11,0000;15,0000;0,0290;0,0316;0,0287;2,3247
12,0000;15,0000;0,0314;0,0373;0,0309;2,0374
13,0000;15,0000;0,0354;0,0397;0,0351;2,0801
14,0000;15,0000;0,0407;0,0464;0,0402;1,8412
15,0000;15,0000;0,0276;0,0306;0,0274;1,6671
16,0000;15,0000;0,0307;0,0367;0,0301;1,8018
17,0000;15,0000;0,0265;0,0293;0,0263;1,5148
18,0000;15,0000;0,0324;0,0412;0,0317;1,4889
19,0000;15,0000;0,0335;0,0384;0,0331;1,7392
20,0000;15,0000;0,0351;0,0408;0,0346;1,1930
21,0000;15,0000;0,0343;0,0411;0,0338;1,4758
22,0000;15,0000;0,0308;0,0388;0,0302;1,3776
