0.7993;0.8097;0.7985;13.9460
0.7920;0.7912;0.7924;8.3770
0.7993;0.8057;0.7989;10.1380
0.8394;0.8514;0.8381;8.2060
0.7774;0.7698;0.7785;10.6000
0.7810;0.7857;0.7809;8.7540
0.7409;0.7300;0.7421;14.4720
0.8102;0.8182;0.8096;9.5460
0.7956;0.8014;0.7954;10.7990
0.8066;0.8203;0.8053;8.6670
0.7847;0.7973;0.7837;10.7040
0.7409;0.7078;0.7437;8.7990
0.8431;0.8481;0.8428;8.3950
0.7956;0.8170;0.7934;7.1820
0.7810;0.7778;0.7817;4.5110
0.8029;0.8138;0.8020;7.0330
0.8467;0.8571;0.8455;7.5690
0.7810;0.7857;0.7809;10.4570
0.7810;0.7842;0.7811;11.1740
0.7774;0.7845;0.7770;8.7120
0.8212;0.8350;0.8197;7.4370
0.7956;0.7895;0.7966;8.1680
0.7737;0.7770;0.7738;7.2800
0.7737;0.7862;0.7728;5.9480
0.7993;0.8043;0.7991;8.4810
0.7847;0.7930;0.7842;6.8950
0.8285;0.8428;0.8269;5.8960
0.7482;0.7473;0.7486;7.2040
0.8139;0.8247;0.8129;8.1250
0.8212;0.8293;0.8205;9.1790
0.8394;0.8462;0.8389;7.7040
0.8212;0.8316;0.8202;6.7140
0.8139;0.8145;0.8142;8.0710
0.8285;0.8449;0.8265;6.0016
0.7664;0.7681;0.7666;6.2670
0.8029;0.8188;0.8014;7.2480
0.8102;0.8102;0.8106;6.1880
0.8029;0.8000;0.8036;4.1870
0.8175;0.8377;0.8152;6.9400
0.8321;0.8477;0.8303;8.9593
0.8248;0.8298;0.8246;6.1799
0.7956;0.7971;0.7958;8.2426
0.7920;0.7972;0.7918;7.1180
0.8102;0.8207;0.8093;6.0093
0.8139;0.8259;0.8127;6.5852
0.7701;0.7675;0.7707;9.0880
0.8285;0.8396;0.8273;5.1590
0.8285;0.8374;0.8277;5.3540
0.8066;0.8191;0.8054;7.0080
0.7518;0.7606;0.7514;7.2100
