0.7226;0.7164;0.7235;14.5780
0.7847;0.7855;0.7850;10.6780
0.8139;0.8145;0.8142;11.7490
0.8102;0.8143;0.8101;12.5790
0.8066;0.7954;0.8082;9.3290
0.7628;0.7584;0.7635;16.8160
0.7482;0.7416;0.7491;10.3060
0.7774;0.7550;0.7797;9.2100
0.8139;0.8283;0.8124;14.0340
0.8321;0.8425;0.8311;10.1224
0.8321;0.8467;0.8304;10.5060
0.8175;0.8299;0.8163;11.9225
0.8066;0.7938;0.8083;11.2350
0.8175;0.8227;0.8173;16.0311
0.7555;0.7433;0.7569;14.7706
0.8285;0.8374;0.8277;12.0990
0.7810;0.7872;0.7808;12.3590
0.8029;0.8043;0.8031;14.4040
0.8431;0.8512;0.8423;10.0310
0.8358;0.8410;0.8354;10.0510
0.7847;0.7973;0.7837;7.9960
0.7847;0.7807;0.7854;12.3620
0.8358;0.8421;0.8353;11.0360
0.8066;0.8059;0.8070;13.2440
0.8248;0.8322;0.8243;9.0060
0.8431;0.8522;0.8421;13.0440
0.8029;0.8043;0.8031;10.5610
0.8029;0.8029;0.8033;20.0340
0.8431;0.8542;0.8418;9.4112
0.8102;0.8255;0.8087;8.2210
0.8029;0.8235;0.8007;10.1991
0.8285;0.8315;0.8285;14.7986
0.8066;0.8073;0.8069;8.9881
0.8066;0.8073;0.8069;9.5260
0.8139;0.8145;0.8142;13.0709
0.8175;0.8188;0.8178;13.5250
0.8102;0.8255;0.8087;12.1520
0.8139;0.8159;0.8140;17.3830
0.7993;0.8029;0.7993;11.8910
0.7664;0.7576;0.7676;13.2520
0.7993;0.8043;0.7991;11.4630
0.8467;0.8581;0.8454;12.2070
0.7920;0.7942;0.7921;14.7641
0.8139;0.8159;0.8140;13.9600
0.7591;0.7609;0.7593;11.3060
0.8175;0.8214;0.8174;12.3727
0.8321;0.8435;0.8309;10.4010
0.8358;0.8410;0.8354;11.1850
0.7518;0.7424;0.7530;10.7900
0.8029;0.7955;0.8041;12.6940
