5,0000;15,0000;0,8102;0,8143;0,8101;14,6000
5,0000;15,0000;0,8139;0,8198;0,8135;25,1200
5,0000;15,0000;0,7883;0,7868;0,7889;17,9230
5,0000;15,0000;0,7774;0,7875;0,7767;12,1850
5,0000;15,0000;0,7774;0,7732;0,7781;26,2600
5,0000;15,0000;0,7956;0,8014;0,7954;23,4160
5,0000;15,0000;0,8394;0,8451;0,8390;20,9320
5,0000;15,0000;0,7774;0,7681;0,7786;25,3990
5,0000;15,0000;0,7956;0,7941;0,7962;36,2780
5,0000;15,0000;0,7774;0,7798;0,7775;19,7510
5,0000;15,0000;0,8285;0,8407;0,8272;23,1560
5,0000;15,0000;0,7993;0,8057;0,7989;20,3379
5,0000;15,0000;0,7920;0,7957;0,7920;23,0880
5,0000;15,0000;0,8029;0,8085;0,8027;13,3029
5,0000;15,0000;0,7226;0,7206;0,7231;18,8629
5,0000;15,0000;0,8139;0,8061;0,8151;15,9199
5,0000;15,0000;0,7701;0,7726;0,7702;20,0189
5,0000;15,0000;0,8066;0,8179;0,8056;13,9090
5,0000;15,0000;0,8358;0,8399;0,8356;23,1890
5,0000;15,0000;0,8029;0,8138;0,8020;18,5449
5,0000;15,0000;0,7920;0,7912;0,7924;18,3800
5,0000;15,0000;0,8102;0,8207;0,8093;27,8090
5,0000;15,0000;0,8321;0,8357;0,8320;30,2910
5,0000;15,0000;0,7847;0,7823;0,7853;24,7280
5,0000;15,0000;0,8029;0,8085;0,8027;16,5120
5,0000;15,0000;0,8066;0,8114;0,8064;20,6215
5,0000;15,0000;0,7883;0,7943;0,7881;20,9880
5,0000;15,0000;0,8321;0,8357;0,8320;18,4450
5,0000;15,0000;0,7883;0,7943;0,7881;18,2770
5,0000;15,0000;0,8029;0,8085;0,8027;21,9260
5,0000;15,0000;0,7993;0,8185;0,7973;21,2879
5,0000;15,0000;0,7774;0,7732;0,7781;13,8230
5,0000;15,0000;0,8212;0,8281;0,8207;24,8260
5,0000;15,0000;0,8029;0,8000;0,8036;19,6620
5,0000;15,0000;0,8066;0,8153;0,8059;17,6250
5,0000;15,0000;0,7701;0,7692;0,7705;24,7600
5,0000;15,0000;0,7920;0,7912;0,7924;26,8280
5,0000;15,0000;0,7956;0,7941;0,7962;25,1590
5,0000;15,0000;0,8139;0,8283;0,8124;19,0640
5,0000;15,0000;0,8212;0,8231;0,8213;29,1940
5,0000;15,0000;0,7482;0,7396;0,7493;24,9550
5,0000;15,0000;0,7701;0,7658;0,7708;25,5810
5,0000;15,0000;0,7774;0,7715;0,7783;20,5970
5,0000;15,0000;0,7409;0,7526;0,7402;14,2160
5,0000;15,0000;0,8248;0,8333;0,8241;25,0760
5,0000;15,0000;0,7701;0,7758;0,7699;24,5890
