5,0000;10,0000;0,0267;0,0326;0,0262;6,1050
6,0000;10,0000;0,0240;0,0253;0,0239;4,2402
7,0000;10,0000;0,0234;0,0267;0,0231;4,0553
8,0000;10,0000;0,0249;0,0289;0,0245;2,8652
9,0000;10,0000;0,0306;0,0337;0,0303;2,8160
10,0000;10,0000;0,0254;0,0274;0,0252;2,6466
11,0000;10,0000;0,0193;0,0238;0,0189;2,3179
12,0000;10,0000;0,0258;0,0295;0,0254;2,2365
13,0000;10,0000;0,0198;0,0223;0,0195;1,8038
14,0000;10,0000;0,0273;0,0317;0,0269;1,7135
15,0000;10,0000;0,0208;0,0221;0,0207;1,5782
16,0000;10,0000;0,0267;0,0321;0,0261;1,6135
17,0000;10,0000;0,0254;0,0295;0,0250;1,6515
18,0000;10,0000;0,0315;0,0338;0,0312;1,4747
19,0000;10,0000;0,0250;0,0279;0,0247;1,3869
20,0000;10,0000;0,0295;0,0357;0,0290;1,4784
21,0000;10,0000;0,0324;0,0401;0,0317;1,0483
22,0000;10,0000;0,0266;0,0313;0,0261;1,4249
