5,0000;10,0000;0,8175;0,8299;0,8163;22,6120
5,0000;10,0000;0,8321;0,8369;0,8319;16,8800
5,0000;10,0000;0,7993;0,8110;0,7983;13,2400
5,0000;10,0000;0,7993;0,7909;0,8005;27,6960
5,0000;10,0000;0,7847;0,7885;0,7846;20,0470
5,0000;10,0000;0,7847;0,7944;0,7840;18,0590
5,0000;10,0000;0,7336;0,7045;0,7361;18,5790
5,0000;10,0000;0,7737;0,7847;0,7730;17,6840
5,0000;10,0000;0,7737;0,7832;0,7731;28,2830
5,0000;10,0000;0,8285;0,8327;0,8283;40,6820
5,0000;10,0000;0,8102;0,8219;0,8092;23,0150
5,0000;10,0000;0,7847;0,7944;0,7840;22,9150
5,0000;10,0000;0,8029;0,8176;0,8015;16,1070
5,0000;10,0000;0,7774;0,7889;0,7765;30,2210
5,0000;10,0000;0,8212;0,8256;0,8210;21,1860
5,0000;10,0000;0,8029;0,8176;0,8015;17,3170
5,0000;10,0000;0,7847;0,7855;0,7850;16,1070
5,0000;10,0000;0,7847;0,7900;0,7845;21,9299
5,0000;10,0000;0,8139;0,8317;0,8119;15,8460
5,0000;10,0000;0,7737;0,7754;0,7739;13,9090
5,0000;10,0000;0,8358;0,8421;0,8353;23,7600
5,0000;10,0000;0,7883;0,7972;0,7877;20,2080
5,0000;10,0000;0,8029;0,8163;0,8017;18,3170
5,0000;10,0000;0,8212;0,8178;0,8220;20,6980
5,0000;10,0000;0,8175;0,8201;0,8176;21,4360
5,0000;10,0000;0,8066;0,8215;0,8051;23,8900
5,0000;10,0000;0,8285;0,8351;0,8280;27,4610
5,0000;10,0000;0,7993;0,8097;0,7985;15,2300
5,0000;10,0000;0,7993;0,7940;0,8002;28,1760
5,0000;10,0000;0,7956;0,7813;0,7974;28,2750
5,0000;10,0000;0,8029;0,8043;0,8031;31,3360
5,0000;10,0000;0,7810;0,7887;0,7806;35,7090
5,0000;10,0000;0,8212;0,8256;0,8210;22,9570
5,0000;10,0000;0,8175;0,8299;0,8163;25,6240
5,0000;10,0000;0,7737;0,7786;0,7736;37,8830
5,0000;10,0000;0,7226;0,7286;0,7225;18,1470
5,0000;10,0000;0,7993;0,8123;0,7981;21,6880
5,0000;10,0000;0,8139;0,8271;0,8126;14,9620
5,0000;10,0000;0,7993;0,8057;0,7989;26,9790
5,0000;10,0000;0,7847;0,7823;0,7853;20,3810
5,0000;10,0000;0,7518;0,7364;0,7535;23,5910
5,0000;10,0000;0,8175;0,8355;0,8155;19,3060
5,0000;10,0000;0,7810;0,7987;0,7795;18,3420
5,0000;10,0000;0,8029;0,8043;0,8031;27,3460
5,0000;10,0000;0,8175;0,8162;0,8181;32,2180
5,0000;10,0000;0,8102;0,8129;0,8103;14,2010
5,0000;10,0000;0,7409;0,7399;0,7413;22,3060
5,0000;10,0000;0,7920;0,8028;0,7912;22,0430
