5,0000;5,0000;0,7918;0,7935;0,7919;20,6726
6,0000;5,0000;0,7933;0,7983;0,7931;18,8329
7,0000;5,0000;0,8002;0,8081;0,7997;15,5295
8,0000;5,0000;0,7957;0,8016;0,7954;14,7473
9,0000;5,0000;0,7950;0,8036;0,7943;12,6404
10,0000;5,0000;0,7961;0,8030;0,7957;11,6636
11,0000;5,0000;0,7980;0,8032;0,7978;11,2760
12,0000;5,0000;0,8009;0,8080;0,8004;10,6125
13,0000;5,0000;0,7892;0,7982;0,7886;10,1258
14,0000;5,0000;0,7958;0,8032;0,7953;8,9672
15,0000;5,0000;0,7882;0,7950;0,7878;8,2974
16,0000;5,0000;0,7815;0,7861;0,7813;8,1798
17,0000;5,0000;0,7888;0,7954;0,7884;7,7125
18,0000;5,0000;0,7942;0,8002;0,7939;7,8102
19,0000;5,0000;0,7939;0,7997;0,7936;7,3920
20,0000;5,0000;0,7864;0,7919;0,7860;6,8178
21,0000;5,0000;0,7874;0,7920;0,7872;6,5405
22,0000;5,0000;0,7915;0,7961;0,7913;6,5376
