0.8029;0.8099;0.8025;8.0340
0.7956;0.8000;0.7955;8.1990
0.7810;0.7727;0.7822;8.4920
0.8394;0.8417;0.8395;8.5640
0.8175;0.8188;0.8178;6.1980
0.8066;0.8251;0.8046;6.0070
0.8029;0.8085;0.8027;7.3990
0.8175;0.8288;0.8165;6.3580
0.8212;0.8293;0.8205;6.8970
0.7664;0.7793;0.7655;5.2410
0.8175;0.8134;0.8184;7.7970
0.8066;0.8073;0.8069;5.7030
0.8139;0.8198;0.8135;9.3200
0.8175;0.8175;0.8179;5.7540
0.7993;0.7940;0.8002;9.4260
0.7956;0.8028;0.7952;8.2380
0.8139;0.8132;0.8143;4.9219
0.8029;0.8029;0.8033;9.3720
0.7299;0.7154;0.7314;12.7700
0.8212;0.8339;0.8199;9.5350
0.8066;0.8140;0.8061;10.0990
0.8248;0.8235;0.8254;6.7420
0.8102;0.8267;0.8085;6.6430
0.7774;0.7860;0.7769;5.1400
0.7774;0.7904;0.7764;6.3100
0.8358;0.8485;0.8343;8.1139
0.7810;0.7826;0.7812;6.4700
0.7701;0.7658;0.7708;9.2110
0.7956;0.8056;0.7949;9.3320
0.7701;0.7820;0.7692;7.1790
0.7409;0.7473;0.7407;9.3710
0.8212;0.8293;0.8205;5.4810
0.8066;0.8087;0.8067;7.8210
0.7591;0.7462;0.7606;7.2250
0.8066;0.8015;0.8075;6.9881
0.7883;0.7883;0.7887;5.5189
0.8029;0.8099;0.8025;6.3530
0.7628;0.7670;0.7627;5.7069
0.7336;0.7365;0.7337;6.3890
0.8029;0.8029;0.8033;9.0600
0.8066;0.8227;0.8050;9.0760
0.7737;0.7687;0.7746;5.9140
0.8285;0.8339;0.8281;5.3560
0.7555;0.7564;0.7558;6.6170
0.8102;0.8156;0.8100;7.4970
0.7920;0.8068;0.7907;6.7038
0.8139;0.8172;0.8139;7.4560
0.7737;0.7862;0.7728;5.2140
0.8066;0.8127;0.8062;5.7899
0.8066;0.8044;0.8072;5.9114
