knn,comp,acc,f_score,roc,time
18,7,0.8394,0.8503,0.8382,4.016
18,7,0.8394,0.837,0.8401,2.894
18,7,0.8431,0.8481,0.8428,7.297
18,7,0.8358,0.841,0.8354,4.8738
18,7,0.8175,0.8201,0.8176,2.292
18,7,0.8686,0.8767,0.8676,3.7528
18,7,0.8248,0.8235,0.8254,4.398
18,7,0.8504,0.8571,0.8497,3.5275
18,7,0.8139,0.8211,0.8134,5.062
18,7,0.8321,0.838,0.8317,6.759
18,7,0.854,0.8571,0.8539,5.034
18,7,0.8467,0.8571,0.8455,2.884
18,7,0.8321,0.838,0.8317,7.9629
19,7,0.8613,0.8643,0.8612,7.141
19,7,0.8175,0.8252,0.817,5.133
19,7,0.8467,0.8542,0.846,5.129
19,7,0.8285,0.8303,0.8286,3.301
19,7,0.8029,0.8138,0.802,5.425
19,7,0.8504,0.8541,0.8502,6.2949
19,7,0.7883,0.8014,0.7873,6.044
19,7,0.8212,0.8256,0.821,3.528
19,7,0.8504,0.862,0.8489,3.143
19,7,0.8358,0.841,0.8354,4.307
19,7,0.8321,0.8357,0.832,2.549
19,7,0.8212,0.8339,0.8199,3.47
19,7,0.8212,0.8316,0.8202,4.543
19,7,0.8394,0.8472,0.8387,4.604
19,7,0.854,0.8601,0.8535,6.871
19,7,0.8212,0.8269,0.8208,4.373
19,7,0.8467,0.8456,0.8473,4.2407
19,7,0.8139,0.8198,0.8135,3.1469
19,7,0.8467,0.8521,0.8463,4.5629
19,7,0.8504,0.852,0.8505,4.3999
19,7,0.8285,0.8303,0.8286,3.148
19,7,0.8285,0.8266,0.8291,3.8398
19,7,0.8504,0.8571,0.8497,7.492
19,7,0.8248,0.831,0.8244,4.0266
19,7,0.781,0.7778,0.7817,2.687
19,7,0.7591,0.7556,0.7598,5.004
19,7,0.8248,0.8421,0.8228,3.701
19,7,0.7956,0.7879,0.7968,3.811
19,7,0.8285,0.8291,0.8288,3.62
19,7,0.8358,0.841,0.8354,4.802
19,7,0.7701,0.7921,0.7681,3.993
19,7,0.8102,0.8219,0.8092,4.613
19,7,0.8102,0.8194,0.8095,3.02
19,7,0.7993,0.8136,0.798,4.061
19,7,0.792,0.7942,0.7921,2.391
19,7,0.8431,0.8448,0.8432,4.962
19,7,0.8248,0.8286,0.8247,6.306
19,7,0.7518,0.75,0.7523,3.6856
19,7,0.8504,0.852,0.8505,4.334
19,7,0.8212,0.8151,0.8223,5.047
19,7,0.8321,0.8345,0.8322,5.062
19,7,0.781,0.771,0.7824,4.798
19,7,0.8394,0.8451,0.839,4.4747
19,7,0.8431,0.8491,0.8426,3.375
19,7,0.8358,0.8464,0.8346,4.0641
19,7,0.8285,0.8278,0.8289,5.805
19,7,0.8066,0.8153,0.8059,5.2541
19,7,0.8577,0.8641,0.857,5.0667
19,7,0.8321,0.8403,0.8314,3.756
19,7,0.8248,0.8286,0.8247,4.3738
20,7,0.8175,0.8201,0.8176,5.244
20,7,0.8358,0.841,0.8354,4.1961
20,7,0.8358,0.8421,0.8353,5.677
20,7,0.8285,0.8303,0.8286,3.365
20,7,0.8394,0.8462,0.8389,5.627
20,7,0.854,0.8582,0.8538,3.685
20,7,0.7956,0.791,0.7965,3.3382
20,7,0.8175,0.8214,0.8174,3.316
20,7,0.8212,0.8256,0.821,3.81
20,7,0.8321,0.8369,0.8319,5.424
20,7,0.8467,0.8511,0.8465,4.2353
20,7,0.8175,0.8276,0.8166,6.293
20,7,0.8504,0.862,0.8489,3.3352
20,7,0.8321,0.8403,0.8314,3.211
20,7,0.8212,0.8339,0.8199,3.979
20,7,0.8139,0.8235,0.8131,6.2583
20,7,0.8029,0.8138,0.802,5.3029
20,7,0.8175,0.8252,0.817,3.985
20,7,0.8248,0.8333,0.8241,5.0136
20,7,0.8139,0.8198,0.8135,3.533
20,7,0.8321,0.8321,0.8325,2.471
20,7,0.8394,0.8493,0.8384,3.3713
20,7,0.8431,0.8481,0.8428,3.315
20,7,0.8358,0.8432,0.8351,2.701
20,7,0.7774,0.7663,0.7788,4.951
20,7,0.8175,0.8175,0.8179,4.035
20,7,0.781,0.7778,0.7817,5.294
20,7,0.781,0.7692,0.7825,4.047
20,7,0.8577,0.8632,0.8572,3.03
20,7,0.792,0.7912,0.7924,2.595
20,7,0.8212,0.8316,0.8202,2.454
20,7,0.8139,0.8211,0.8134,4.5702
20,7,0.8248,0.8261,0.8251,3.8428
20,7,0.8358,0.8505,0.834,4.97
20,7,0.8358,0.8387,0.8358,4.3863
20,7,0.7701,0.7658,0.7708,2.687
20,7,0.8139,0.8185,0.8137,3.66
20,7,0.8431,0.8425,0.8436,7.431
20,7,0.8723,0.8736,0.8724,4.901
20,7,0.8212,0.8218,0.8215,3.629
20,7,0.7847,0.7855,0.785,4.207
20,7,0.7555,0.7509,0.7562,5.072
20,7,0.8248,0.8322,0.8243,4.3488
20,7,0.8285,0.8327,0.8283,4.2719
20,7,0.8285,0.8339,0.8281,4.5182
20,7,0.8358,0.8454,0.8348,4.943
20,7,0.8139,0.8145,0.8142,3.9345
20,7,0.8759,0.8828,0.8751,2.99
20,7,0.7956,0.7941,0.7962,6.068
20,7,0.8285,0.8351,0.828,3.636
21,7,0.8467,0.8581,0.8454,3.8489
21,7,0.7847,0.7823,0.7853,4.656
21,7,0.7737,0.7817,0.7733,2.794
21,7,0.8066,0.8087,0.8067,4.2757
21,7,0.7993,0.8097,0.7985,6.024
21,7,0.8285,0.8396,0.8273,3.836
21,7,0.8212,0.8328,0.82,2.762
21,7,0.7445,0.7308,0.746,2.5229
21,7,0.8139,0.8259,0.8127,5.985
21,7,0.854,0.8601,0.8535,3.905
21,7,0.8467,0.8511,0.8465,2.696
21,7,0.792,0.7912,0.7924,3.41
21,7,0.8504,0.852,0.8505,2.492
21,7,0.8394,0.8514,0.8381,5.932
21,7,0.8285,0.8362,0.8278,3.591
21,7,0.8467,0.8489,0.8468,4.4469
21,7,0.7883,0.7986,0.7876,4.443
21,7,0.792,0.7897,0.7926,6.1169
21,7,0.8139,0.8211,0.8134,3.727
21,7,0.8248,0.8286,0.8247,2.929
21,7,0.8358,0.8421,0.8353,3.6518
21,7,0.7737,0.7786,0.7736,2.831
21,7,0.8504,0.8561,0.8499,5.462
21,7,0.8321,0.8258,0.8333,3.22
21,7,0.8285,0.8396,0.8273,2.9185
21,7,0.7591,0.7609,0.7593,4.537
21,7,0.8102,0.8231,0.809,3.743
21,7,0.8394,0.8394,0.8398,3.903
21,7,0.8212,0.8281,0.8207,3.5116
21,7,0.8102,0.8116,0.8104,2.9979
21,7,0.8467,0.8542,0.846,3.549
21,7,0.8066,0.8153,0.8059,5.2589
21,7,0.8175,0.8201,0.8176,2.881
21,7,0.8212,0.8269,0.8208,3.5373
21,7,0.8066,0.8179,0.8056,5.377
21,7,0.8029,0.7985,0.8038,2.5939
21,7,0.8358,0.8387,0.8358,3.445
21,7,0.7956,0.7941,0.7962,3.436
21,7,0.8212,0.8256,0.821,4.709
21,7,0.8467,0.8521,0.8463,3.907
21,7,0.8832,0.8904,0.8822,2.345
21,7,0.854,0.8601,0.8535,6.785
21,7,0.8248,0.8322,0.8243,3.018
21,7,0.8248,0.8356,0.8238,3.109
21,7,0.8175,0.8252,0.817,6.48
21,7,0.8212,0.8316,0.8202,4.404
21,7,0.8029,0.8112,0.8023,2.6927
21,7,0.8212,0.8281,0.8207,3.977
21,7,0.8066,0.8153,0.8059,3.88
21,7,0.8394,0.8462,0.8389,3.4935
22,7,0.7591,0.7481,0.7604,3.4839
22,7,0.8467,0.8542,0.846,5.3759
22,7,0.7774,0.7875,0.7767,6.455
22,7,0.8285,0.8362,0.8278,2.866
22,7,0.8358,0.8432,0.8351,4.288
22,7,0.8285,0.8351,0.828,3.7268
22,7,0.8102,0.8243,0.8088,2.722
22,7,0.8321,0.8435,0.8309,2.504
22,7,0.8358,0.8387,0.8358,4.353
22,7,0.8358,0.8339,0.8364,4.645
22,7,0.8212,0.8151,0.8223,3.21
22,7,0.8102,0.8088,0.8108,4.3793
22,7,0.854,0.8571,0.8539,3.5
22,7,0.8285,0.8362,0.8278,2.722
22,7,0.8248,0.8261,0.8251,3.307
22,7,0.7993,0.8173,0.7975,4.002
22,7,0.8175,0.8162,0.8181,3.3759
22,7,0.8212,0.8339,0.8199,3.265
22,7,0.7518,0.7424,0.753,2.511
22,7,0.8139,0.8247,0.8129,3.4269
22,7,0.8431,0.8491,0.8426,3.107
22,7,0.8394,0.8462,0.8389,5.072
22,7,0.8248,0.8378,0.8235,2.1549
22,7,0.8431,0.8448,0.8432,4.275
22,7,0.8248,0.8298,0.8246,2.58
22,7,0.8467,0.8521,0.8463,4.365
22,7,0.8394,0.8514,0.8381,2.647
22,7,0.8394,0.8451,0.839,3.2
22,7,0.8066,0.8087,0.8067,2.857
22,7,0.8212,0.8328,0.82,3.95
22,7,0.8102,0.8169,0.8098,3.21
22,7,0.8467,0.8521,0.8463,3.5746
22,7,0.8285,0.8351,0.828,3.58
22,7,0.8102,0.8102,0.8106,5.489
22,7,0.8431,0.8481,0.8428,4.3608
22,7,0.8066,0.8127,0.8062,4.2209
22,7,0.7993,0.8148,0.7978,2.257
22,7,0.8066,0.8179,0.8056,5.4439
22,7,0.8212,0.8205,0.8216,3.84
22,7,0.8285,0.8385,0.8275,2.96
22,7,0.8613,0.869,0.8604,4.462
22,7,0.8467,0.8511,0.8465,3.879
22,7,0.8577,0.8641,0.857,4.124
22,7,0.8248,0.8298,0.8246,2.958
22,7,0.8248,0.8345,0.8239,3.2827
22,7,0.7883,0.8,0.7874,3.5092
22,7,0.8248,0.8298,0.8246,4.036
22,7,0.8358,0.8387,0.8358,2.633
22,7,0.7993,0.7985,0.7997,4.4155
22,7,0.8212,0.8316,0.8202,4.2845
23,7,0.7956,0.8133,0.7939,5.141
23,7,0.8358,0.8387,0.8358,4.072
23,7,0.8175,0.8288,0.8165,3.757
23,7,0.8431,0.847,0.8429,3.043
23,7,0.8029,0.8085,0.8027,3.2561
23,7,0.8285,0.8362,0.8278,2.295
23,7,0.8285,0.8339,0.8281,2.4169
23,7,0.8248,0.8345,0.8239,4.0239
23,7,0.7883,0.7803,0.7895,2.433
23,7,0.8066,0.81,0.8066,3.769
23,7,0.8285,0.8315,0.8285,3.419
23,7,0.8212,0.8205,0.8216,4.267
23,7,0.8139,0.8294,0.8123,3.08
23,7,0.8139,0.8294,0.8123,2.679
23,7,0.8102,0.8143,0.8101,4.14
23,7,0.7956,0.8056,0.7949,4.399
23,7,0.8358,0.8421,0.8353,5.078
23,7,0.8139,0.8247,0.8129,3.413
23,7,0.8248,0.8356,0.8238,3.737
23,7,0.8248,0.8389,0.8233,4.0541
23,7,0.8321,0.8333,0.8324,4.5609
23,7,0.8212,0.8256,0.821,3.208
23,7,0.8467,0.8531,0.8462,3.199
23,7,0.8285,0.8362,0.8278,3.691
23,7,0.8394,0.837,0.8401,5.884
23,7,0.792,0.7912,0.7924,4.3176
23,7,0.8431,0.8491,0.8426,4.359
23,7,0.8102,0.8102,0.8106,3.949
23,7,0.8102,0.8194,0.8095,3.041
23,7,0.8175,0.8148,0.8182,6.142
23,7,0.8066,0.8179,0.8056,2.672
23,7,0.8504,0.8591,0.8494,3.413
23,7,0.8248,0.8333,0.8241,2.9743
23,7,0.8248,0.8333,0.8241,5.023
23,7,0.8139,0.8211,0.8134,3.85
23,7,0.792,0.7865,0.7929,3.8081
23,7,0.8394,0.8523,0.8379,2.6849
23,7,0.8321,0.8392,0.8316,4.84
23,7,0.8248,0.8431,0.8227,4.92
23,7,0.8285,0.8339,0.8281,3.3921
23,7,0.7847,0.7855,0.785,3.7759
23,7,0.8212,0.8304,0.8204,4.3814
23,7,0.8139,0.8247,0.8129,2.29
23,7,0.8285,0.8315,0.8285,3.564
23,7,0.8175,0.8188,0.8178,3.201
23,7,0.8577,0.8687,0.8562,2.7629
23,7,0.8467,0.8511,0.8465,2.511
23,7,0.8175,0.8276,0.8166,3.889
23,7,0.8431,0.8491,0.8426,3.504
23,7,0.8321,0.8446,0.8308,4.342
24,7,0.8029,0.8058,0.803,1.905
24,7,0.8321,0.8392,0.8316,2.781
24,7,0.7372,0.7429,0.7371,2.5037
24,7,0.8212,0.8244,0.8212,2.394
24,7,0.8102,0.8207,0.8093,5.115
24,7,0.854,0.8621,0.8531,3.386
24,7,0.8285,0.8351,0.828,2.902
24,7,0.8212,0.8281,0.8207,2.976
24,7,0.8431,0.8522,0.8421,5.0621
24,7,0.8358,0.8432,0.8351,4.162
24,7,0.8467,0.8521,0.8463,2.456
24,7,0.8248,0.8322,0.8243,4.93
24,7,0.8175,0.8175,0.8179,2.897
24,7,0.8285,0.8351,0.828,5.644
24,7,0.8102,0.8116,0.8104,3.073
24,7,0.8321,0.8414,0.8312,6.2083
24,7,0.8467,0.8478,0.847,3.6627
24,7,0.8504,0.8591,0.8494,3.9949
24,7,0.8248,0.8345,0.8239,4.083
24,7,0.854,0.863,0.853,3.554
24,7,0.8394,0.8406,0.8397,4.315
24,7,0.8212,0.8383,0.8192,3.3389
24,7,0.7956,0.8121,0.7941,5.527
24,7,0.8358,0.841,0.8354,5.175
24,7,0.8285,0.8374,0.8277,3.9916
24,7,0.8358,0.8364,0.8361,3.622
24,7,0.7883,0.7769,0.7898,2.762
24,7,0.8248,0.8298,0.8246,2.184
24,7,0.8358,0.8443,0.835,2.17
24,7,0.8285,0.8339,0.8281,5.06
24,7,0.8285,0.8339,0.8281,2.815
24,7,0.8175,0.8214,0.8174,3.488
24,7,0.792,0.7957,0.792,2.378
24,7,0.8467,0.85,0.8466,3.007
24,7,0.8139,0.8247,0.8129,5.2769
24,7,0.7993,0.8014,0.7994,3.082
24,7,0.8431,0.847,0.8429,3.06
24,7,0.8139,0.8247,0.8129,2.732
24,7,0.8029,0.82,0.8012,4.222
24,7,0.8394,0.8472,0.8387,3.747
24,7,0.8139,0.8104,0.8147,5.159
24,7,0.8175,0.8276,0.8166,6.1939
24,7,0.8212,0.8256,0.821,3.2981
24,7,0.8504,0.8581,0.8496,1.877
24,7,0.8285,0.8351,0.828,4.012
24,7,0.8431,0.8512,0.8423,4.536
24,7,0.865,0.8683,0.8648,4.8841
24,7,0.8212,0.835,0.8197,5.6
24,7,0.7993,0.811,0.7983,2.586
24,7,0.8431,0.8481,0.8428,4.868
25,7,0.8102,0.8255,0.8087,2.469
25,7,0.8467,0.85,0.8466,3.353
25,7,0.8212,0.8304,0.8204,3.76
25,7,0.8467,0.8591,0.8452,2.3341
25,7,0.865,0.8754,0.8635,2.987
25,7,0.8321,0.8392,0.8316,4.094
25,7,0.8577,0.8651,0.8569,2.757
25,7,0.8102,0.8015,0.8116,2.138
25,7,0.8321,0.8345,0.8322,3.6785
25,7,0.8212,0.8256,0.821,3.3465
25,7,0.8431,0.8448,0.8432,3.419
25,7,0.8212,0.8293,0.8205,3.2385
25,7,0.8431,0.8502,0.8424,2.216
25,7,0.8431,0.8491,0.8426,3.082
25,7,0.8321,0.8357,0.832,2.261
25,7,0.8102,0.8219,0.8092,3.352
25,7,0.8248,0.8322,0.8243,2.5306
25,7,0.8248,0.831,0.8244,3.161
25,7,0.8066,0.8153,0.8059,4.2169
25,7,0.8102,0.8219,0.8092,3.0057
25,7,0.8321,0.8284,0.833,2.9909
25,7,0.8248,0.8333,0.8241,4.746
25,7,0.8139,0.8211,0.8134,5.036
25,7,0.8248,0.8273,0.8249,3.454
25,7,0.8029,0.8138,0.802,3.2299
25,7,0.8248,0.8298,0.8246,3.405
25,7,0.8431,0.8491,0.8426,4.435
25,7,0.8431,0.8436,0.8434,2.4614
25,7,0.8139,0.8271,0.8126,3.577
25,7,0.8212,0.8281,0.8207,3.849
25,7,0.8175,0.8276,0.8166,2.891
25,7,0.8285,0.8385,0.8275,4.68
25,7,0.8321,0.8345,0.8322,3.0866
25,7,0.8358,0.8454,0.8348,2.128
25,7,0.865,0.8683,0.8648,4.6277
25,7,0.8248,0.8298,0.8246,7.7529
25,7,0.8212,0.8231,0.8213,2.685
25,7,0.8358,0.8443,0.835,4.7825
25,7,0.8102,0.8169,0.8098,4.453
25,7,0.8139,0.8294,0.8123,2.445
25,7,0.8577,0.8582,0.858,3.968
25,7,0.8467,0.8542,0.846,2.534
25,7,0.8212,0.8293,0.8205,4.553
25,7,0.7774,0.7987,0.7754,4.2504
25,7,0.8321,0.8357,0.832,5.093
25,7,0.8431,0.8502,0.8424,3.58
25,7,0.8248,0.8286,0.8247,2.7617
25,7,0.8175,0.8311,0.8162,3.1727
25,7,0.8358,0.8495,0.8342,3.147
25,7,0.8431,0.8552,0.8416,2.4246
1,8,0.6825,0.6234,0.6862,26.7181
1,8,0.6898,0.6188,0.6942,24.919
1,8,0.6898,0.6047,0.6948,24.926
1,8,0.7226,0.6911,0.7252,24.322
1,8,0.6715,0.5946,0.676,25.121
1,8,0.7372,0.6786,0.7416,25.521
1,8,0.7044,0.6611,0.7075,27.092
1,8,0.7409,0.69,0.7448,24.82
1,8,0.6971,0.6438,0.7007,23.989
1,8,0.7409,0.6844,0.7451,24.49
1,8,0.7007,0.6639,0.7035,25.462
1,8,0.6496,0.5862,0.6533,24.31
1,8,0.708,0.646,0.7122,25.607
1,8,0.7226,0.6833,0.7257,25.017
1,8,0.7299,0.6754,0.734,25.4778
1,8,0.6606,0.6009,0.6642,24.791
1,8,0.7117,0.655,0.7156,24.437
1,8,0.635,0.5,0.6413,24.2401
1,8,0.6861,0.6055,0.6909,23.8809
1,8,0.6934,0.6111,0.6984,24.8364
1,8,0.6715,0.5909,0.6762,25.493
1,8,0.6752,0.5782,0.6805,24.8889
1,8,0.7044,0.6582,0.7077,25.305
1,8,0.7299,0.6726,0.7341,24.233
1,8,0.7007,0.6306,0.7052,24.9411
1,8,0.6825,0.5915,0.6877,24.419
1,8,0.708,0.6396,0.7125,24.1409
1,8,0.6861,0.6195,0.6903,25.7361
1,8,0.6387,0.5479,0.6434,23.775
1,8,0.6788,0.6,0.6835,23.445
1,8,0.7117,0.6393,0.7164,25.285
1,8,0.7445,0.693,0.7486,25.546
1,8,0.7336,0.6894,0.737,24.333
1,8,0.6934,0.6038,0.6987,24.5535
1,8,0.6496,0.5752,0.6538,25.27
1,8,0.7555,0.7074,0.7594,26.464
1,8,0.6606,0.5903,0.6647,24.487
1,8,0.7409,0.7194,0.7429,26.332
1,8,0.7153,0.6723,0.7186,26.118
1,8,0.7226,0.6607,0.727,25.098
1,8,0.719,0.6547,0.7234,24.376
1,8,0.6788,0.5888,0.684,25.2041
1,8,0.719,0.6667,0.7228,25.489
1,8,0.6861,0.5865,0.6917,24.644
1,8,0.7299,0.6754,0.734,24.3281
1,8,0.6825,0.6099,0.6869,25.515
1,8,0.6861,0.6325,0.6897,24.919
1,8,0.708,0.6491,0.712,25.2041
1,8,0.6642,0.578,0.669,25.288
1,8,0.7044,0.6301,0.7091,25.383
2,8,0.8139,0.8075,0.815,20.064
2,8,0.7883,0.7883,0.7887,18.414
2,8,0.8102,0.8231,0.809,20.682
2,8,0.8321,0.8309,0.8327,26.703
2,8,0.8102,0.8015,0.8116,24.166
2,8,0.7701,0.7789,0.7696,36.065
2,8,0.8066,0.7985,0.8078,17.944
2,8,0.8175,0.8175,0.8179,22.257
2,8,0.781,0.7794,0.7816,17.8791
2,8,0.7409,0.7321,0.742,26.67
2,8,0.7701,0.7623,0.7712,27.289
2,8,0.7847,0.7839,0.7851,24.534
2,8,0.7701,0.7758,0.7699,17.1938
2,8,0.8212,0.8151,0.8223,22.57
2,8,0.7993,0.8,0.7996,25.0047
2,8,0.7774,0.7798,0.7775,28.69
2,8,0.8102,0.8143,0.8101,31.861
2,8,0.7774,0.7814,0.7773,25.786
2,8,0.7774,0.7766,0.7778,21.726
2,8,0.7701,0.782,0.7692,26.468
2,8,0.8175,0.8188,0.8178,33.116
2,8,0.8321,0.8369,0.8319,20.7779
2,8,0.7774,0.7715,0.7783,25.049
2,8,0.8029,0.7923,0.8044,56.4299
2,8,0.7883,0.8054,0.7868,34.442
2,8,0.8066,0.8015,0.8075,29.928
2,8,0.7774,0.7845,0.777,24.862
2,8,0.8175,0.8175,0.8179,33.375
2,8,0.7737,0.7704,0.7744,16.627
2,8,0.792,0.7986,0.7916,32.3109
2,8,0.792,0.7972,0.7918,42.752
2,8,0.8248,0.8261,0.8251,36.049
2,8,0.781,0.7794,0.7816,25.15
2,8,0.8175,0.8214,0.8174,18.92
2,8,0.8066,0.8073,0.8069,23.098
2,8,0.8175,0.8288,0.8165,53.962
2,8,0.781,0.7744,0.782,33.8731
2,8,0.7883,0.7868,0.7889,26.056
2,8,0.8102,0.8182,0.8096,26.8667
2,8,0.781,0.7887,0.7806,23.453
2,8,0.8102,0.8074,0.8109,15.891
2,8,0.8139,0.8145,0.8142,18.914
2,8,0.7737,0.7786,0.7736,23.905
2,8,0.7737,0.7559,0.7757,19.577
2,8,0.7956,0.8042,0.795,20.7261
2,8,0.8248,0.8298,0.8246,27.7008
2,8,0.7847,0.787,0.7848,22.001
2,8,0.8102,0.8102,0.8106,30.021
2,8,0.7409,0.73,0.7421,19.411
2,8,0.8248,0.8298,0.8246,15.5039
3,8,0.8321,0.838,0.8317,30.733
3,8,0.8321,0.8345,0.8322,19.344
3,8,0.8431,0.8413,0.8437,33.582
3,8,0.8175,0.8188,0.8178,18.8917
3,8,0.8139,0.8075,0.815,13.9399
3,8,0.781,0.7902,0.7804,24.7631
3,8,0.8467,0.8478,0.847,18.6999
3,8,0.8504,0.8476,0.8512,22.391
3,8,0.8394,0.837,0.8401,23.7958
3,8,0.8139,0.8132,0.8143,19.2403
3,8,0.8431,0.8481,0.8428,23.766
3,8,0.8212,0.8328,0.82,25.0721
3,8,0.8358,0.8375,0.8359,30.575
3,8,0.8431,0.8436,0.8434,18.48
3,8,0.854,0.8561,0.8541,23.596
3,8,0.8394,0.8417,0.8395,16.0677
3,8,0.8613,0.8613,0.8617,14.656
3,8,0.8394,0.8358,0.8403,26.735
3,8,0.7956,0.8014,0.7954,21.451
3,8,0.8431,0.839,0.844,11.026
3,8,0.8723,0.8718,0.8728,36.001
3,8,0.854,0.8485,0.8552,20.298
3,8,0.8431,0.8448,0.8432,13.336
3,8,0.8467,0.85,0.8466,21.692
3,8,0.8358,0.8454,0.8348,23.443
3,8,0.8285,0.8226,0.8296,15.473
3,8,0.8321,0.8309,0.8327,18.437
3,8,0.8285,0.8291,0.8288,17.2431
3,8,0.7774,0.7715,0.7783,16.9621
3,8,0.8504,0.8541,0.8502,23.393
3,8,0.8358,0.8399,0.8356,30.421
3,8,0.8394,0.8321,0.8408,27.119
3,8,0.8504,0.8453,0.8515,14.894
3,8,0.8248,0.8235,0.8254,15.8242
3,8,0.8029,0.7955,0.8041,16.463
3,8,0.7883,0.7929,0.7882,19.142
3,8,0.8358,0.8399,0.8356,28.512
3,8,0.8796,0.8826,0.8794,14.804
3,8,0.8285,0.8199,0.8299,22.768
3,8,0.8175,0.8214,0.8174,27.137
3,8,0.854,0.8529,0.8546,22.735
3,8,0.8321,0.8296,0.8328,21.461
3,8,0.8358,0.8421,0.8353,10.827
3,8,0.8285,0.8266,0.8291,22.558
3,8,0.8285,0.8171,0.8302,22.841
3,8,0.8285,0.8199,0.8299,22.3911
3,8,0.7737,0.777,0.7738,28.616
3,8,0.8175,0.8188,0.8178,14.526
3,8,0.854,0.8611,0.8533,21.758
3,8,0.8321,0.8271,0.8332,16.057
4,8,0.854,0.8639,0.8528,21.4284
4,8,0.8321,0.8369,0.8319,10.089
4,8,0.8029,0.797,0.8039,14.156
4,8,0.8504,0.8498,0.8509,28.6036
4,8,0.8431,0.8459,0.8431,13.4477
4,8,0.8394,0.8394,0.8398,11.5489
4,8,0.8504,0.8487,0.851,21.053
4,8,0.8467,0.85,0.8466,13.067
4,8,0.8394,0.8358,0.8403,31.9991
4,8,0.8686,0.8714,0.8686,15.8919
4,8,0.8431,0.8448,0.8432,15.627
4,8,0.8212,0.8256,0.821,21.291
4,8,0.854,0.8592,0.8536,15.247
4,8,0.8832,0.8865,0.883,9.541
4,8,0.8321,0.8231,0.8336,24.561
4,8,0.8139,0.8118,0.8145,31.037
4,8,0.7993,0.794,0.8002,16.7339
4,8,0.8175,0.8148,0.8182,9.561
4,8,0.854,0.8571,0.8539,9.391
4,8,0.865,0.8655,0.8653,17.092
4,8,0.8394,0.8406,0.8397,23.851
4,8,0.8248,0.8248,0.8252,15.1193
4,8,0.854,0.8551,0.8543,15.031
4,8,0.8577,0.8602,0.8577,15.355
4,8,0.8504,0.8509,0.8507,17.762
4,8,0.8577,0.8582,0.858,11.163
4,8,0.8321,0.8357,0.832,21.364
4,8,0.8467,0.85,0.8466,16.878
4,8,0.8577,0.8651,0.8569,17.686
4,8,0.8358,0.8339,0.8364,19.133
4,8,0.8139,0.8159,0.814,13.25
4,8,0.8358,0.8339,0.8364,8.578
4,8,0.8467,0.8521,0.8463,11.86
4,8,0.854,0.8507,0.8549,9.489
4,8,0.8467,0.8456,0.8473,22.96
4,8,0.8504,0.8487,0.851,14.612
4,8,0.865,0.8693,0.8647,14.704
4,8,0.8431,0.8425,0.8436,15.44
4,8,0.8102,0.8015,0.8116,19.7581
4,8,0.8394,0.8451,0.839,24.4441
4,8,0.8321,0.8321,0.8325,8.797
4,8,0.8212,0.8192,0.8218,10.144
4,8,0.865,0.8693,0.8647,17.9137
4,8,0.8321,0.8258,0.8333,14.6089
4,8,0.8394,0.8358,0.8403,26.456
4,8,0.8504,0.8476,0.8512,14.721
4,8,0.8431,0.8481,0.8428,8.107
4,8,0.8467,0.8433,0.8476,16.011
4,8,0.8467,0.8521,0.8463,10.553
4,8,0.8577,0.855,0.8585,12.373
5,8,0.8832,0.8865,0.883,9.549
5,8,0.865,0.8683,0.8648,14.759
5,8,0.8467,0.8444,0.8474,17.273
5,8,0.865,0.8683,0.8648,13.1871
5,8,0.8832,0.8881,0.8827,22.768
5,8,0.8248,0.8235,0.8254,12.564
5,8,0.8613,0.8582,0.8622,7.967
5,8,0.8686,0.8723,0.8684,18.522
5,8,0.8394,0.8394,0.8398,15.304
5,8,0.8212,0.8218,0.8215,19.0393
5,8,0.8394,0.837,0.8401,11.9735
5,8,0.8504,0.852,0.8505,7.605
5,8,0.8431,0.8436,0.8434,7.876
5,8,0.8467,0.85,0.8466,17.399
5,8,0.8066,0.7954,0.8082,11.754
5,8,0.8467,0.8444,0.8474,16.694
5,8,0.8285,0.8278,0.8289,11.364
5,8,0.8504,0.852,0.8505,14.337
5,8,0.8139,0.8104,0.8147,12.283
5,8,0.8431,0.8448,0.8432,7.5909
5,8,0.854,0.8571,0.8539,14.3121
5,8,0.8467,0.8489,0.8468,14.819
5,8,0.8358,0.8339,0.8364,12.802
5,8,0.8358,0.8327,0.8366,22.5841
5,8,0.865,0.8645,0.8655,17.0526
5,8,0.8577,0.8622,0.8574,12.587
5,8,0.792,0.7957,0.792,11.626
5,8,0.8248,0.8298,0.8246,11.1618
5,8,0.8577,0.8561,0.8583,15.373
5,8,0.8613,0.8571,0.8624,12.181
5,8,0.8467,0.8397,0.8481,14.272
5,8,0.8504,0.8509,0.8507,8.6861
5,8,0.8796,0.8782,0.8802,13.148
5,8,0.8467,0.8511,0.8465,13.8691
5,8,0.8613,0.8571,0.8624,20.0149
5,8,0.8723,0.8649,0.8739,11.3039
5,8,0.7591,0.7785,0.7576,13.843
5,8,0.8723,0.8718,0.8728,12.7079
5,8,0.8577,0.8592,0.8578,15.2699
5,8,0.8066,0.8215,0.8051,18.893
5,8,0.8394,0.8406,0.8397,8.966
5,8,0.8467,0.8489,0.8468,23.039
5,8,0.8248,0.8273,0.8249,24.18
5,8,0.8577,0.8582,0.858,10.6899
5,8,0.7883,0.782,0.7893,16.3829
