number components; knn; acc score; f1 score; roc score; time
19,0000;14,0000;0,8247;0,8271;0,8248;5,3362
19,0000;15,0000;0,8373;0,8383;0,8375;5,5799
19,0000;16,0000;0,8291;0,8303;0,8293;5,1870
19,0000;17,0000;0,8254;0,8261;0,8256;4,5857
19,0000;18,0000;0,8295;0,8331;0,8294;4,6893
19,0000;19,0000;0,8298;0,8327;0,8298;4,8072
19,0000;20,0000;0,8245;0,8257;0,8247;3,9014
19,0000;21,0000;0,8246;0,8277;0,8246;4,0445
19,0000;22,0000;0,8298;0,8308;0,8299;4,0721
19,0000;23,0000;0,8244;0,8265;0,8244;4,1396
19,0000;24,0000;0,8174;0,8205;0,8174;3,5757
19,0000;25,0000;0,8263;0,8300;0,8262;3,4496
20,0000;1,0000;0,7301;0,6724;0,7341;27,4723
20,0000;2,0000;0,8359;0,8324;0,8367;28,8317
20,0000;3,0000;0,8724;0,8732;0,8726;19,2625
20,0000;4,0000;0,8640;0,8644;0,8643;16,9973
20,0000;5,0000;0,8723;0,8730;0,8725;13,5734
20,0000;6,0000;0,8623;0,8618;0,8627;11,9283
20,0000;7,0000;0,8762;0,8780;0,8763;10,1848
20,0000;8,0000;0,8726;0,8732;0,8729;8,9112
20,0000;9,0000;0,8702;0,8709;0,8705;8,3234
20,0000;10,0000;0,8752;0,8762;0,8754;7,2026
20,0000;11,0000;0,8647;0,8657;0,8649;8,3287
20,0000;12,0000;0,8628;0,8618;0,8632;7,4707
20,0000;13,0000;0,8588;0,8602;0,8590;7,0578
20,0000;14,0000;0,8592;0,8599;0,8594;5,7747
20,0000;15,0000;0,8609;0,8616;0,8612;5,6138
20,0000;16,0000;0,8656;0,8660;0,8659;5,1131
20,0000;17,0000;0,8605;0,8607;0,8608;4,8762
20,0000;18,0000;0,8612;0,8624;0,8614;4,8648
20,0000;19,0000;0,8565;0,8573;0,8568;4,3491
20,0000;20,0000;0,8563;0,8558;0,8567;4,1505
20,0000;21,0000;0,8547;0,8536;0,8553;4,0475
20,0000;22,0000;0,8580;0,8570;0,8585;3,8968
20,0000;23,0000;0,8592;0,8585;0,8597;3,7142
20,0000;24,0000;0,8607;0,8612;0,8610;3,6136
20,0000;25,0000;0,8477;0,8491;0,8478;3,7174
21,0000;1,0000;0,7405;0,6889;0,7444;26,3192
21,0000;2,0000;0,8539;0,8516;0,8546;29,5584
21,0000;3,0000;0,8696;0,8692;0,8701;19,3317
21,0000;4,0000;0,8739;0,8735;0,8743;14,7081
21,0000;5,0000;0,8880;0,8873;0,8885;14,1157
21,0000;6,0000;0,8870;0,8859;0,8876;11,5727
21,0000;7,0000;0,8842;0,8835;0,8847;8,9466
21,0000;8,0000;0,8821;0,8816;0,8826;8,8927
21,0000;9,0000;0,8801;0,8811;0,8802;7,0553
21,0000;10,0000;0,8818;0,8842;0,8818;6,8325
21,0000;11,0000;0,8804;0,8817;0,8805;6,2706
21,0000;12,0000;0,8777;0,8783;0,8779;6,1188
21,0000;13,0000;0,8752;0,8752;0,8755;5,1032
21,0000;14,0000;0,8745;0,8749;0,8747;5,0434
21,0000;15,0000;0,8847;0,8860;0,8849;5,0344
21,0000;16,0000;0,8838;0,8849;0,8839;4,6699
21,0000;17,0000;0,8785;0,8784;0,8790;4,5538
21,0000;18,0000;0,8734;0,8724;0,8739;4,6118
21,0000;19,0000;0,8774;0,8776;0,8777;4,3493
21,0000;20,0000;0,8742;0,8726;0,8748;4,0905
21,0000;21,0000;0,8746;0,8741;0,8750;3,8808
21,0000;22,0000;0,8725;0,8725;0,8729;3,9726
21,0000;23,0000;0,8736;0,8717;0,8742;3,7867
21,0000;24,0000;0,8750;0,8742;0,8755;3,5435
21,0000;25,0000;0,8753;0,8749;0,8757;3,4968
22,0000;1,0000;0,7260;0,6693;0,7300;26,4159
22,0000;2,0000;0,8628;0,8600;0,8637;26,8517
22,0000;3,0000;0,8779;0,8774;0,8783;18,7398
22,0000;4,0000;0,8745;0,8735;0,8750;15,3036
22,0000;5,0000;0,8810;0,8814;0,8813;12,3578
22,0000;6,0000;0,8764;0,8761;0,8768;10,1696
22,0000;7,0000;0,8704;0,8695;0,8709;9,6347
22,0000;8,0000;0,8693;0,8701;0,8696;8,2088
22,0000;9,0000;0,8677;0,8669;0,8681;7,5153
22,0000;10,0000;0,8717;0,8715;0,8721;6,8836
22,0000;11,0000;0,8646;0,8623;0,8653;6,8331
22,0000;12,0000;0,8641;0,8620;0,8648;5,9941
22,0000;13,0000;0,8677;0,8670;0,8681;5,8030
22,0000;14,0000;0,8659;0,8649;0,8664;5,5615
22,0000;15,0000;0,8670;0,8668;0,8674;5,3558
22,0000;16,0000;0,8590;0,8575;0,8595;4,8852
22,0000;17,0000;0,8653;0,8641;0,8658;5,2038
22,0000;18,0000;0,8609;0,8590;0,8615;4,6750
22,0000;19,0000;0,8677;0,8660;0,8682;4,6106
22,0000;20,0000;0,8582;0,8561;0,8588;4,1710
22,0000;21,0000;0,8634;0,8621;0,8639;4,2386
22,0000;22,0000;0,8576;0,8549;0,8583;4,2279
22,0000;23,0000;0,8625;0,8611;0,8631;4,0394
22,0000;24,0000;0,8554;0,8521;0,8562;3,7658
22,0000;25,0000;0,8517;0,8476;0,8526;3,7818
23,0000;1,0000;0,7211;0,6669;0,7249;27,2394
23,0000;2,0000;0,8195;0,8136;0,8205;29,1713
23,0000;3,0000;0,8455;0,8425;0,8462;22,5008
23,0000;4,0000;0,8543;0,8528;0,8549;16,7075
23,0000;5,0000;0,8656;0,8664;0,8658;14,2225
23,0000;6,0000;0,8648;0,8650;0,8651;11,0812
23,0000;7,0000;0,8639;0,8645;0,8642;10,0685
23,0000;8,0000;0,8661;0,8655;0,8665;10,0182
23,0000;9,0000;0,8725;0,8727;0,8728;7,9150
23,0000;10,0000;0,8642;0,8641;0,8645;7,4844
23,0000;11,0000;0,8753;0,8758;0,8755;6,2090
23,0000;12,0000;0,8736;0,8732;0,8740;6,9124
23,0000;13,0000;0,8692;0,8694;0,8695;6,3052
23,0000;14,0000;0,8740;0,8754;0,8741;6,2269
23,0000;15,0000;0,8760;0,8762;0,8763;5,4027
23,0000;16,0000;0,8766;0,8775;0,8767;5,3870
23,0000;17,0000;0,8747;0,8744;0,8751;5,1552
23,0000;18,0000;0,8773;0,8780;0,8775;4,7444
23,0000;19,0000;0,8782;0,8798;0,8783;4,4533
23,0000;20,0000;0,8775;0,8781;0,8777;4,0369
23,0000;21,0000;0,8793;0,8814;0,8793;3,8295
23,0000;22,0000;0,8695;0,8696;0,8698;3,7796
23,0000;23,0000;0,8693;0,8696;0,8696;4,0723
23,0000;24,0000;0,8756;0,8774;0,8757;3,9579
23,0000;25,0000;0,8689;0,8700;0,8691;3,8649
24,0000;1,0000;0,7412;0,6818;0,7456;26,3728
24,0000;2,0000;0,8731;0,8714;0,8738;27,0475
24,0000;3,0000;0,8793;0,8783;0,8798;20,0675
24,0000;4,0000;0,8849;0,8861;0,8851;14,0893
24,0000;5,0000;0,8920;0,8934;0,8920;12,8662
24,0000;6,0000;0,8926;0,8940;0,8927;10,7385
24,0000;7,0000;0,8766;0,8782;0,8768;9,7921
24,0000;8,0000;0,8684;0,8693;0,8686;8,9535
24,0000;9,0000;0,8746;0,8755;0,8748;8,1817
24,0000;10,0000;0,8753;0,8760;0,8755;6,9638
24,0000;11,0000;0,8730;0,8738;0,8732;6,4060
24,0000;12,0000;0,8699;0,8718;0,8699;7,0121
24,0000;13,0000;0,8695;0,8704;0,8697;5,6570
24,0000;14,0000;0,8644;0,8654;0,8645;5,6591
24,0000;15,0000;0,8646;0,8645;0,8650;5,1430
24,0000;16,0000;0,8699;0,8715;0,8700;4,7776
24,0000;17,0000;0,8623;0,8642;0,8624;4,6130
24,0000;18,0000;0,8628;0,8647;0,8628;4,4612
24,0000;19,0000;0,8658;0,8671;0,8659;4,5503
24,0000;20,0000;0,8622;0,8628;0,8624;4,4144
24,0000;21,0000;0,8663;0,8678;0,8664;4,2732
24,0000;22,0000;0,8660;0,8678;0,8661;3,8290
24,0000;23,0000;0,8577;0,8584;0,8579;3,3846
24,0000;24,0000;0,8619;0,8623;0,8621;3,6526
24,0000;25,0000;0,8649;0,8659;0,8651;3,5985
25,0000;1,0000;0,6942;0,6215;0,6986;26,1661
25,0000;2,0000;0,8474;0,8449;0,8481;30,7049
25,0000;3,0000;0,8657;0,8655;0,8661;20,4289
25,0000;4,0000;0,8736;0,8740;0,8740;16,1666
25,0000;5,0000;0,8726;0,8717;0,8731;13,0046
25,0000;6,0000;0,8788;0,8780;0,8793;11,0781
25,0000;7,0000;0,8696;0,8683;0,8702;9,6381
25,0000;8,0000;0,8665;0,8640;0,8673;8,7076
25,0000;9,0000;0,8767;0,8758;0,8772;8,0343
25,0000;10,0000;0,8753;0,8739;0,8759;6,8378
25,0000;11,0000;0,8809;0,8814;0,8813;6,1015
25,0000;12,0000;0,8726;0,8727;0,8729;6,1980
25,0000;13,0000;0,8753;0,8749;0,8757;5,4606
25,0000;14,0000;0,8788;0,8788;0,8792;5,2512
25,0000;15,0000;0,8780;0,8774;0,8784;4,8822
25,0000;16,0000;0,8767;0,8760;0,8772;4,9318
25,0000;17,0000;0,8759;0,8758;0,8763;4,4292
25,0000;18,0000;0,8688;0,8682;0,8693;4,4245
25,0000;19,0000;0,8677;0,8673;0,8681;4,2726
25,0000;20,0000;0,8634;0,8629;0,8638;3,9612
25,0000;21,0000;0,8630;0,8628;0,8634;4,0014
25,0000;22,0000;0,8609;0,8596;0,8615;4,1403
25,0000;23,0000;0,8537;0,8526;0,8542;3,5677
25,0000;24,0000;0,8487;0,8471;0,8492;3,5928
25,0000;25,0000;0,8516;0,8514;0,8520;3,4450
