knn; number components; acc score; f1 score; roc score; time
10,0000;3,0000;0,8066;0,8100;0,8066;4,9540
10,0000;3,0000;0,8467;0,8500;0,8466;8,1480
10,0000;3,0000;0,8358;0,8495;0,8342;4,2309
10,0000;3,0000;0,7883;0,7943;0,7881;9,5070
10,0000;3,0000;0,8248;0,8322;0,8243;8,4691
10,0000;3,0000;0,8577;0,8641;0,8570;6,2300
10,0000;3,0000;0,7847;0,7823;0,7853;10,9610
10,0000;3,0000;0,8431;0,8459;0,8431;7,5070
10,0000;3,0000;0,8102;0,8143;0,8101;6,4190
10,0000;3,0000;0,8102;0,8116;0,8104;7,3871
10,0000;3,0000;0,7518;0,7655;0,7509;5,2930
10,0000;3,0000;0,7883;0,7943;0,7881;7,6660
10,0000;3,0000;0,8613;0,8671;0,8608;10,5450
10,0000;3,0000;0,8212;0,8244;0,8212;5,3560
10,0000;3,0000;0,7847;0,7839;0,7851;7,5861
10,0000;3,0000;0,8796;0,8834;0,8793;6,1500
10,0000;3,0000;0,8139;0,8247;0,8129;6,2810
10,0000;3,0000;0,8285;0,8339;0,8281;4,4890
10,0000;3,0000;0,8613;0,8671;0,8608;8,2270
10,0000;3,0000;0,7993;0,8097;0,7985;9,5350
10,0000;3,0000;0,7774;0,7749;0,7780;7,6330
10,0000;3,0000;0,7737;0,7919;0,7722;14,5590
10,0000;3,0000;0,8066;0,8059;0,8070;5,4150
10,0000;3,0000;0,8248;0,8298;0,8246;7,5740
10,0000;3,0000;0,7701;0,7774;0,7697;10,6980
10,0000;3,0000;0,8248;0,8286;0,8247;4,2786
10,0000;3,0000;0,8102;0,8143;0,8101;8,1050
10,0000;3,0000;0,7883;0,8041;0,7869;4,5150
10,0000;3,0000;0,8212;0,8256;0,8210;10,2770
10,0000;3,0000;0,7080;0,7122;0,7080;5,3570
10,0000;3,0000;0,8029;0,8212;0,8011;3,9780
10,0000;3,0000;0,7956;0,8000;0,7955;3,8760
10,0000;3,0000;0,8212;0,8372;0,8194;9,7940
10,0000;3,0000;0,7956;0,7926;0,7963;5,4500
10,0000;3,0000;0,7810;0,7727;0,7822;8,9161
10,0000;3,0000;0,8467;0,8531;0,8462;9,6640
10,0000;3,0000;0,7701;0,7820;0,7692;9,0700
10,0000;3,0000;0,8248;0,8273;0,8249;4,4140
10,0000;3,0000;0,8212;0,8304;0,8204;9,6450
10,0000;3,0000;0,7883;0,7986;0,7876;7,8300
10,0000;3,0000;0,7920;0,8014;0,7913;4,4970
11,0000;3,0000;0,8321;0,8309;0,8327;6,9981
11,0000;3,0000;0,8029;0,8058;0,8030;7,1729
11,0000;3,0000;0,8066;0,8179;0,8056;7,3048
11,0000;3,0000;0,8394;0,8462;0,8389;5,5660
11,0000;3,0000;0,8686;0,8750;0,8679;6,0710
11,0000;3,0000;0,8650;0,8720;0,8642;5,6840
11,0000;3,0000;0,7920;0,7782;0,7937;4,8600
11,0000;3,0000;0,8102;0,8267;0,8085;7,8200
11,0000;3,0000;0,8285;0,8385;0,8275;4,5547
11,0000;3,0000;0,7993;0,8043;0,7991;5,0000
11,0000;3,0000;0,7628;0,7703;0,7624;6,1410
11,0000;3,0000;0,8212;0,8350;0,8197;8,1250
11,0000;3,0000;0,8540;0,8592;0,8536;5,0830
11,0000;3,0000;0,8139;0,8259;0,8127;4,5269
11,0000;3,0000;0,7737;0,7737;0,7741;6,5670
11,0000;3,0000;0,8431;0,8470;0,8429;5,5630
11,0000;3,0000;0,8102;0,8301;0,8080;6,9791
11,0000;3,0000;0,7701;0,7623;0,7712;7,5640
11,0000;3,0000;0,8467;0,8552;0,8458;6,4200
11,0000;3,0000;0,7993;0,8070;0,7988;4,5910
11,0000;3,0000;0,8394;0,8483;0,8385;7,5460
11,0000;3,0000;0,8431;0,8459;0,8431;3,8030
11,0000;3,0000;0,8139;0,8283;0,8124;8,2760
11,0000;3,0000;0,7883;0,7929;0,7882;6,6050
11,0000;3,0000;0,8175;0,8288;0,8165;5,6470
11,0000;3,0000;0,7737;0,7687;0,7746;4,9450
11,0000;3,0000;0,8321;0,8403;0,8314;6,6898
11,0000;3,0000;0,8066;0,8127;0,8062;8,5332
11,0000;3,0000;0,7445;0,7552;0,7439;3,6380
11,0000;3,0000;0,8431;0,8502;0,8424;5,6140
11,0000;3,0000;0,8029;0,8125;0,8022;5,9130
11,0000;3,0000;0,7920;0,7986;0,7916;3,8320
11,0000;3,0000;0,7956;0,8170;0,7934;3,7660
11,0000;3,0000;0,7847;0,7900;0,7845;3,7940
11,0000;3,0000;0,7591;0,7755;0,7579;6,1050
11,0000;3,0000;0,7956;0,8014;0,7954;4,5540
11,0000;3,0000;0,7993;0,8084;0,7986;6,9367
11,0000;3,0000;0,8650;0,8702;0,8645;6,6491
11,0000;3,0000;0,7445;0,7222;0,7466;5,0530
11,0000;3,0000;0,8102;0,8129;0,8103;6,2040
11,0000;3,0000;0,8321;0,8403;0,8314;4,7020
11,0000;3,0000;0,8212;0,8218;0,8215;3,4449
11,0000;3,0000;0,7847;0,7930;0,7842;4,0279
11,0000;3,0000;0,8139;0,8159;0,8140;7,2454
11,0000;3,0000;0,8139;0,8259;0,8127;6,7390
11,0000;3,0000;0,7956;0,8042;0,7950;5,0130
11,0000;3,0000;0,7993;0,8014;0,7994;5,6583
11,0000;3,0000;0,8285;0,8362;0,8278;4,4870
11,0000;3,0000;0,7664;0,7746;0,7660;12,7480
11,0000;3,0000;0,7591;0,7676;0,7587;7,0790
12,0000;3,0000;0,8066;0,8166;0,8058;4,8310
12,0000;3,0000;0,8394;0,8503;0,8382;7,0720
12,0000;3,0000;0,8102;0,8231;0,8090;5,5240
12,0000;3,0000;0,7664;0,7647;0,7670;11,5890
12,0000;3,0000;0,7883;0,8041;0,7869;6,5901
12,0000;3,0000;0,8139;0,8211;0,8134;7,9180
12,0000;3,0000;0,8285;0,8327;0,8283;9,2100
12,0000;3,0000;0,8504;0,8530;0,8504;3,9260
12,0000;3,0000;0,8467;0,8531;0,8462;5,5300
12,0000;3,0000;0,8139;0,8259;0,8127;6,5240
12,0000;3,0000;0,7993;0,7955;0,8001;4,8760
12,0000;3,0000;0,7591;0,7609;0,7593;4,5770
12,0000;3,0000;0,8029;0,8212;0,8011;5,3960
12,0000;3,0000;0,7482;0,7544;0,7480;7,0480
12,0000;3,0000;0,8577;0,8632;0,8572;7,9450
12,0000;3,0000;0,8467;0,8542;0,8460;4,9900
12,0000;3,0000;0,8212;0,8281;0,8207;6,5334
12,0000;3,0000;0,8102;0,8243;0,8088;8,4390
12,0000;3,0000;0,7664;0,7823;0,7652;4,7160
12,0000;3,0000;0,8066;0,8215;0,8051;9,5680
12,0000;3,0000;0,7956;0,7971;0,7958;4,4170
12,0000;3,0000;0,7847;0,7774;0,7858;5,1700
12,0000;3,0000;0,8029;0,8125;0,8022;6,2990
12,0000;3,0000;0,8321;0,8435;0,8309;9,1005
12,0000;3,0000;0,7956;0,8056;0,7949;6,3739
12,0000;3,0000;0,8029;0,8071;0,8028;7,7157
12,0000;3,0000;0,8321;0,8392;0,8316;6,2929
12,0000;3,0000;0,8139;0,8294;0,8123;4,3759
12,0000;3,0000;0,8212;0,8218;0,8215;4,3471
12,0000;3,0000;0,7737;0,7847;0,7730;10,2750
12,0000;3,0000;0,7993;0,8029;0,7993;7,7274
12,0000;3,0000;0,7701;0,7805;0,7694;5,3350
12,0000;3,0000;0,8139;0,8198;0,8135;5,2720
12,0000;3,0000;0,8832;0,8873;0,8828;5,1330
12,0000;3,0000;0,8102;0,8219;0,8092;6,4980
12,0000;3,0000;0,7993;0,8110;0,7983;3,6416
12,0000;3,0000;0,8467;0,8478;0,8470;6,3917
12,0000;3,0000;0,8248;0,8310;0,8244;4,1880
12,0000;3,0000;0,8285;0,8351;0,8280;6,4036
12,0000;3,0000;0,8467;0,8511;0,8465;6,1880
12,0000;3,0000;0,8102;0,8219;0,8092;7,6850
12,0000;3,0000;0,8431;0,8459;0,8431;5,9870
12,0000;3,0000;0,8212;0,8350;0,8197;5,4117
12,0000;3,0000;0,8504;0,8530;0,8504;4,4000
12,0000;3,0000;0,8212;0,8328;0,8200;7,5980
12,0000;3,0000;0,8431;0,8522;0,8421;3,5580
12,0000;3,0000;0,8248;0,8345;0,8239;3,2029
12,0000;3,0000;0,8175;0,8227;0,8173;5,2170
12,0000;3,0000;0,8358;0,8464;0,8346;4,9740
12,0000;3,0000;0,8248;0,8286;0,8247;4,1410
13,0000;3,0000;0,8212;0,8151;0,8223;3,2140
13,0000;3,0000;0,8102;0,8231;0,8090;6,7020
13,0000;3,0000;0,8066;0,8166;0,8058;4,9470
13,0000;3,0000;0,8175;0,8239;0,8171;8,7401
13,0000;3,0000;0,8285;0,8362;0,8278;8,9030
13,0000;3,0000;0,8577;0,8622;0,8574;3,3980
13,0000;3,0000;0,7774;0,7829;0,7772;4,8360
13,0000;3,0000;0,7664;0,7730;0,7662;3,0619
13,0000;3,0000;0,8212;0,8316;0,8202;3,9080
13,0000;3,0000;0,8248;0,8298;0,8246;5,1300
13,0000;3,0000;0,8321;0,8392;0,8316;5,3870
13,0000;3,0000;0,7956;0,8133;0,7939;5,2300
13,0000;3,0000;0,8212;0,8231;0,8213;5,2110
13,0000;3,0000;0,7482;0,7509;0,7483;3,4120
13,0000;3,0000;0,7628;0,7766;0,7618;2,9690
13,0000;3,0000;0,8175;0,8288;0,8165;3,9870
13,0000;3,0000;0,8394;0,8493;0,8384;4,2330
13,0000;3,0000;0,8139;0,8223;0,8132;6,8640
13,0000;3,0000;0,7956;0,8121;0,7941;6,3670
13,0000;3,0000;0,8212;0,8393;0,8191;3,4450
13,0000;3,0000;0,7591;0,7626;0,7592;5,0220
13,0000;3,0000;0,8285;0,8396;0,8273;3,9940
13,0000;3,0000;0,7701;0,7835;0,7691;5,2529
13,0000;3,0000;0,8358;0,8485;0,8343;6,1040
13,0000;3,0000;0,8066;0,8100;0,8066;6,5169
13,0000;3,0000;0,8723;0,8772;0,8718;4,2649
13,0000;3,0000;0,7847;0,7958;0,7838;5,9680
13,0000;3,0000;0,8467;0,8542;0,8460;3,0821
13,0000;3,0000;0,8467;0,8511;0,8465;4,0242
13,0000;3,0000;0,8321;0,8380;0,8317;5,9851
13,0000;3,0000;0,8321;0,8425;0,8311;5,9980
13,0000;3,0000;0,8175;0,8214;0,8174;3,4540
13,0000;3,0000;0,7847;0,8027;0,7830;3,7930
13,0000;3,0000;0,7993;0,8084;0,7986;4,1630
13,0000;3,0000;0,7591;0,7724;0,7582;4,7250
13,0000;3,0000;0,7883;0,7883;0,7887;2,6760
13,0000;3,0000;0,8175;0,8276;0,8166;5,2120
13,0000;3,0000;0,8431;0,8481;0,8428;9,6270
13,0000;3,0000;0,8212;0,8281;0,8207;4,7081
13,0000;3,0000;0,8394;0,8406;0,8397;5,5368
13,0000;3,0000;0,8066;0,8153;0,8059;5,7430
13,0000;3,0000;0,8175;0,8239;0,8171;7,8870
13,0000;3,0000;0,8029;0,8112;0,8023;7,7340
13,0000;3,0000;0,7774;0,7875;0,7767;7,0150
13,0000;3,0000;0,7920;0,8068;0,7907;4,3720
13,0000;3,0000;0,8431;0,8436;0,8434;6,1880
13,0000;3,0000;0,7956;0,8108;0,7942;4,3047
13,0000;3,0000;0,8394;0,8503;0,8382;4,0490
13,0000;3,0000;0,8285;0,8374;0,8277;9,0630
13,0000;3,0000;0,8321;0,8425;0,8311;5,5320
14,0000;3,0000;0,8504;0,8571;0,8497;3,3610
14,0000;3,0000;0,7664;0,7664;0,7668;3,5081
14,0000;3,0000;0,8431;0,8522;0,8421;6,4900
14,0000;3,0000;0,7847;0,8000;0,7834;4,0710
14,0000;3,0000;0,8066;0,8203;0,8053;8,9139
14,0000;3,0000;0,8358;0,8399;0,8356;4,4760
14,0000;3,0000;0,8175;0,8264;0,8168;4,1050
14,0000;3,0000;0,8066;0,8100;0,8066;4,4540
14,0000;3,0000;0,7993;0,8014;0,7994;8,8630
14,0000;3,0000;0,8066;0,8166;0,8058;3,9262
14,0000;3,0000;0,7044;0,7216;0,7034;5,4880
14,0000;3,0000;0,8321;0,8446;0,8308;6,8340
14,0000;3,0000;0,7993;0,8070;0,7988;7,7580
14,0000;3,0000;0,8102;0,8207;0,8093;6,3470
14,0000;3,0000;0,8102;0,8143;0,8101;3,9790
14,0000;3,0000;0,8394;0,8483;0,8385;2,8400
14,0000;3,0000;0,8248;0,8310;0,8244;4,7340
14,0000;3,0000;0,7920;0,8055;0,7908;5,0539
14,0000;3,0000;0,7774;0,7960;0,7757;3,2680
14,0000;3,0000;0,8321;0,8467;0,8304;5,1270
14,0000;3,0000;0,7883;0,7986;0,7876;5,1430
14,0000;3,0000;0,8248;0,8356;0,8238;4,4720
14,0000;3,0000;0,8102;0,8182;0,8096;4,4150
14,0000;3,0000;0,8431;0,8470;0,8429;9,1379
14,0000;3,0000;0,8212;0,8350;0,8197;4,4220
14,0000;3,0000;0,7993;0,8084;0,7986;7,3130
14,0000;3,0000;0,8431;0,8502;0,8424;3,2789
14,0000;3,0000;0,8650;0,8674;0,8650;3,6800
14,0000;3,0000;0,7555;0,7729;0,7542;8,5980
14,0000;3,0000;0,8613;0,8662;0,8609;3,4156
14,0000;3,0000;0,8102;0,8169;0,8098;7,3030
14,0000;3,0000;0,7993;0,8070;0,7988;10,0770
14,0000;3,0000;0,8431;0,8491;0,8426;4,1070
14,0000;3,0000;0,7701;0,7758;0,7699;4,4190
14,0000;3,0000;0,7993;0,8173;0,7975;2,7440
14,0000;3,0000;0,8175;0,8201;0,8176;6,9049
14,0000;3,0000;0,8321;0,8392;0,8316;4,8210
14,0000;3,0000;0,8394;0,8523;0,8379;8,0240
14,0000;3,0000;0,8066;0,8239;0,8048;3,6110
14,0000;3,0000;0,7774;0,7782;0,7777;4,3349
14,0000;3,0000;0,8139;0,8211;0,8134;4,0180
14,0000;3,0000;0,8540;0,8649;0,8527;4,9690
14,0000;3,0000;0,7920;0,7986;0,7916;5,0929
14,0000;3,0000;0,8321;0,8357;0,8320;6,4659
14,0000;3,0000;0,8029;0,8112;0,8023;9,2529
14,0000;3,0000;0,7920;0,7986;0,7916;4,0479
14,0000;3,0000;0,8467;0,8531;0,8462;4,4420
14,0000;3,0000;0,8175;0,8201;0,8176;3,9330
14,0000;3,0000;0,7920;0,8041;0,7910;4,6008
14,0000;3,0000;0,8431;0,8491;0,8426;5,1430
15,0000;3,0000;0,8577;0,8651;0,8569;3,6730
15,0000;3,0000;0,7737;0,7721;0,7743;4,2770
15,0000;3,0000;0,8431;0,8470;0,8429;3,9410
15,0000;3,0000;0,8139;0,8132;0,8143;6,2909
15,0000;3,0000;0,8248;0,8345;0,8239;6,3729
15,0000;3,0000;0,8394;0,8462;0,8389;3,1240
15,0000;3,0000;0,8285;0,8396;0,8273;5,1470
15,0000;3,0000;0,7847;0,8027;0,7830;5,4339
15,0000;3,0000;0,8139;0,8211;0,8134;6,0240
15,0000;3,0000;0,8102;0,8278;0,8084;4,1610
15,0000;3,0000;0,8358;0,8421;0,8353;6,1951
15,0000;3,0000;0,8102;0,8169;0,8098;4,6189
15,0000;3,0000;0,7920;0,7986;0,7916;4,1810
15,0000;3,0000;0,8175;0,8227;0,8173;3,5722
15,0000;3,0000;0,8540;0,8639;0,8528;3,2611
15,0000;3,0000;0,8285;0,8385;0,8275;3,8200
15,0000;3,0000;0,8139;0,8185;0,8137;3,2510
15,0000;3,0000;0,7701;0,7709;0,7704;5,3729
15,0000;3,0000;0,7920;0,7972;0,7918;2,9309
15,0000;3,0000;0,8540;0,8571;0,8539;4,2840
15,0000;3,0000;0,8066;0,8127;0,8062;4,5773
15,0000;3,0000;0,7993;0,8123;0,7981;4,1360
15,0000;3,0000;0,7993;0,8029;0,7993;3,0460
15,0000;3,0000;0,7810;0,7872;0,7808;6,8410
15,0000;3,0000;0,8321;0,8414;0,8312;5,4130
15,0000;3,0000;0,8540;0,8571;0,8539;3,0930
15,0000;3,0000;0,8431;0,8470;0,8429;6,3430
15,0000;3,0000;0,7956;0,8121;0,7941;3,6080
15,0000;3,0000;0,8321;0,8380;0,8317;4,8076
15,0000;3,0000;0,8175;0,8276;0,8166;4,0520
15,0000;3,0000;0,8212;0,8293;0,8205;3,3980
15,0000;3,0000;0,8175;0,8252;0,8170;3,8140
15,0000;3,0000;0,7555;0,7713;0,7543;3,8160
15,0000;3,0000;0,8102;0,8207;0,8093;4,0210
15,0000;3,0000;0,7956;0,7910;0,7965;5,3170
15,0000;3,0000;0,8066;0,8114;0,8064;3,7291
15,0000;3,0000;0,7993;0,8148;0,7978;3,2009
15,0000;3,0000;0,8248;0,8367;0,8236;5,5423
15,0000;3,0000;0,7701;0,7742;0,7700;4,8710
15,0000;3,0000;0,7993;0,8014;0,7994;6,4790
15,0000;3,0000;0,8175;0,8288;0,8165;6,2239
15,0000;3,0000;0,8504;0,8541;0,8502;5,4450
15,0000;3,0000;0,8066;0,8059;0,8070;3,0049
15,0000;3,0000;0,8321;0,8425;0,8311;3,5620
15,0000;3,0000;0,7956;0,8042;0,7950;5,4309
15,0000;3,0000;0,8248;0,8333;0,8241;4,0425
15,0000;3,0000;0,7664;0,7730;0,7662;4,4850
15,0000;3,0000;0,8248;0,8333;0,8241;3,1696
15,0000;3,0000;0,7883;0,7929;0,7882;4,0240
15,0000;3,0000;0,8139;0,8247;0,8129;2,9922
16,0000;3,0000;0,8358;0,8443;0,8350;5,2060
16,0000;3,0000;0,7956;0,8014;0,7954;6,8910
16,0000;3,0000;0,7956;0,7986;0,7957;4,1770
16,0000;3,0000;0,8321;0,8403;0,8314;2,8400
16,0000;3,0000;0,8467;0,8542;0,8460;4,7930
16,0000;3,0000;0,8029;0,8085;0,8027;6,2040
16,0000;3,0000;0,7993;0,8173;0,7975;5,4086
16,0000;3,0000;0,8212;0,8304;0,8204;4,8850
16,0000;3,0000;0,8102;0,8143;0,8101;4,5010
16,0000;3,0000;0,8066;0,8179;0,8056;4,4440
16,0000;3,0000;0,8540;0,8649;0,8527;5,5500
16,0000;3,0000;0,8102;0,8219;0,8092;5,3490
16,0000;3,0000;0,8175;0,8252;0,8170;5,0810
16,0000;3,0000;0,8285;0,8385;0,8275;5,8790
16,0000;3,0000;0,8285;0,8303;0,8286;4,7020
16,0000;3,0000;0,8321;0,8403;0,8314;3,2959
16,0000;3,0000;0,8175;0,8264;0,8168;4,7710
16,0000;3,0000;0,8248;0,8310;0,8244;3,9620
16,0000;3,0000;0,8504;0,8571;0,8497;2,4610
16,0000;3,0000;0,7883;0,8041;0,7869;3,8420
16,0000;3,0000;0,8175;0,8062;0,8192;3,6400
16,0000;3,0000;0,8212;0,8304;0,8204;5,1090
16,0000;3,0000;0,8029;0,8138;0,8020;2,2950
16,0000;3,0000;0,8212;0,8304;0,8204;8,0900
16,0000;3,0000;0,8175;0,8322;0,8160;5,8270
16,0000;3,0000;0,8394;0,8451;0,8390;3,6990
16,0000;3,0000;0,7701;0,7835;0,7691;5,1000
16,0000;3,0000;0,8175;0,8214;0,8174;5,0120
16,0000;3,0000;0,8285;0,8339;0,8281;3,0340
16,0000;3,0000;0,8248;0,8389;0,8233;3,4960
16,0000;3,0000;0,7336;0,7575;0,7318;8,3130
16,0000;3,0000;0,8248;0,8333;0,8241;3,3019
16,0000;3,0000;0,8212;0,8316;0,8202;6,0020
16,0000;3,0000;0,8029;0,8125;0,8022;2,7550
16,0000;3,0000;0,8358;0,8443;0,8350;5,6880
16,0000;3,0000;0,7847;0,7973;0,7837;4,0870
16,0000;3,0000;0,7847;0,7807;0,7854;4,0160
16,0000;3,0000;0,8248;0,8333;0,8241;5,4396
16,0000;3,0000;0,7847;0,7915;0,7843;3,5620
16,0000;3,0000;0,7774;0,7932;0,7761;5,2060
16,0000;3,0000;0,7701;0,7864;0,7688;4,5380
16,0000;3,0000;0,7774;0,7860;0,7769;8,0199
16,0000;3,0000;0,7920;0,7849;0,7931;3,2300
16,0000;3,0000;0,7628;0,7670;0,7627;2,0970
16,0000;3,0000;0,8285;0,8407;0,8272;4,3430
16,0000;3,0000;0,8102;0,8156;0,8100;4,8618
16,0000;3,0000;0,8431;0,8491;0,8426;6,4290
16,0000;3,0000;0,8066;0,8166;0,8058;7,6510
16,0000;3,0000;0,8175;0,8276;0,8166;3,3310
16,0000;3,0000;0,8175;0,8299;0,8163;4,8450
17,0000;3,0000;0,8431;0,8470;0,8429;2,7620
17,0000;3,0000;0,8175;0,8333;0,8158;5,2160
17,0000;3,0000;0,7591;0,7676;0,7587;4,4090
17,0000;3,0000;0,8504;0,8561;0,8499;3,2300
17,0000;3,0000;0,7920;0,8094;0,7904;5,5750
17,0000;3,0000;0,8066;0,8127;0,8062;4,5070
17,0000;3,0000;0,8540;0,8561;0,8541;4,0850
17,0000;3,0000;0,8321;0,8345;0,8322;5,2150
17,0000;3,0000;0,8102;0,8219;0,8092;3,8860
17,0000;3,0000;0,8358;0,8421;0,8353;3,5190
17,0000;3,0000;0,7956;0,8000;0,7955;6,4310
17,0000;3,0000;0,8139;0,8211;0,8134;4,0770
17,0000;3,0000;0,8175;0,8214;0,8174;4,7709
17,0000;3,0000;0,8321;0,8357;0,8320;4,2166
17,0000;3,0000;0,8394;0,8493;0,8384;4,5630
17,0000;3,0000;0,8175;0,8264;0,8168;2,7010
17,0000;3,0000;0,8394;0,8533;0,8377;3,7250
17,0000;3,0000;0,8212;0,8293;0,8205;2,2320
17,0000;3,0000;0,8467;0,8521;0,8463;2,5610
17,0000;3,0000;0,8139;0,8185;0,8137;3,3620
17,0000;3,0000;0,7883;0,7914;0,7884;5,8260
17,0000;3,0000;0,8394;0,8451;0,8390;4,6970
17,0000;3,0000;0,7993;0,8185;0,7973;3,7259
17,0000;3,0000;0,8285;0,8374;0,8277;5,6580
17,0000;3,0000;0,8175;0,8148;0,8182;5,7390
17,0000;3,0000;0,7664;0,7778;0,7657;2,7140
17,0000;3,0000;0,8321;0,8456;0,8306;2,3780
17,0000;3,0000;0,7993;0,8136;0,7980;3,9370
17,0000;3,0000;0,7956;0,8000;0,7955;5,3690
17,0000;3,0000;0,7883;0,7986;0,7876;4,2100
17,0000;3,0000;0,8029;0,8000;0,8036;3,3900
17,0000;3,0000;0,8467;0,8531;0,8462;5,3600
17,0000;3,0000;0,8212;0,8293;0,8205;3,5093
17,0000;3,0000;0,7664;0,7714;0,7663;2,6737
17,0000;3,0000;0,8504;0,8530;0,8504;4,7720
17,0000;3,0000;0,8321;0,8456;0,8306;5,9100
17,0000;3,0000;0,7956;0,8082;0,7946;7,9360
17,0000;3,0000;0,8431;0,8502;0,8424;4,2439
17,0000;3,0000;0,8321;0,8425;0,8311;5,4680
17,0000;3,0000;0,8467;0,8542;0,8460;4,8759
17,0000;3,0000;0,7664;0,7714;0,7663;5,0300
17,0000;3,0000;0,7883;0,8067;0,7866;3,6159
17,0000;3,0000;0,7883;0,7986;0,7876;2,9660
17,0000;3,0000;0,8321;0,8380;0,8317;2,6159
17,0000;3,0000;0,8613;0,8690;0,8604;4,4629
17,0000;3,0000;0,8358;0,8421;0,8353;4,1880
17,0000;3,0000;0,7774;0,7845;0,7770;4,7690
17,0000;3,0000;0,8029;0,8071;0,8028;4,6000
17,0000;3,0000;0,8248;0,8400;0,8231;4,0089
17,0000;3,0000;0,8358;0,8443;0,8350;3,1420
18,0000;3,0000;0,7664;0,7778;0,7657;7,2760
18,0000;3,0000;0,8066;0,8179;0,8056;4,4810
18,0000;3,0000;0,7847;0,7986;0,7835;6,1210
18,0000;3,0000;0,7810;0,7902;0,7804;2,7250
18,0000;3,0000;0,8212;0,8328;0,8200;2,5256
18,0000;3,0000;0,7847;0,7900;0,7845;2,5210
18,0000;3,0000;0,7847;0,7930;0,7842;3,4570
18,0000;3,0000;0,7737;0,7877;0,7727;3,2949
18,0000;3,0000;0,8029;0,8125;0,8022;3,0966
18,0000;3,0000;0,8029;0,8291;0,7999;4,5700
18,0000;3,0000;0,7737;0,7905;0,7723;3,2280
18,0000;3,0000;0,7737;0,7933;0,7720;5,1190
18,0000;3,0000;0,8139;0,8211;0,8134;7,6369
18,0000;3,0000;0,8139;0,8235;0,8131;2,2470
18,0000;3,0000;0,7628;0,7529;0,7640;4,1279
18,0000;3,0000;0,8066;0,8179;0,8056;3,0970
18,0000;3,0000;0,8248;0,8411;0,8230;4,1450
18,0000;3,0000;0,8066;0,8087;0,8067;5,4589
18,0000;3,0000;0,8394;0,8462;0,8389;5,0001
18,0000;3,0000;0,7993;0,8000;0,7996;3,7323
18,0000;3,0000;0,8066;0,8114;0,8064;6,6340
18,0000;3,0000;0,7920;0,8000;0,7915;3,3490
18,0000;3,0000;0,7993;0,8123;0,7981;2,7419
18,0000;3,0000;0,8139;0,8247;0,8129;2,9001
18,0000;3,0000;0,7628;0,7751;0,7619;4,1340
18,0000;3,0000;0,7883;0,7929;0,7882;6,6622
18,0000;3,0000;0,8029;0,8099;0,8025;4,2281
18,0000;3,0000;0,8029;0,8188;0,8014;3,3009
18,0000;3,0000;0,7993;0,7985;0,7997;2,9339
18,0000;3,0000;0,8175;0,8333;0,8158;4,1160
18,0000;3,0000;0,8139;0,8211;0,8134;2,9820
18,0000;3,0000;0,8759;0,8786;0,8759;5,2960
18,0000;3,0000;0,7774;0,7904;0,7764;3,8850
18,0000;3,0000;0,8212;0,8293;0,8205;4,0620
18,0000;3,0000;0,8139;0,8223;0,8132;3,8489
18,0000;3,0000;0,8358;0,8432;0,8351;2,7550
18,0000;3,0000;0,8285;0,8315;0,8285;4,3680
18,0000;3,0000;0,7737;0,7847;0,7730;2,5869
18,0000;3,0000;0,8175;0,8276;0,8166;3,9380
18,0000;3,0000;0,8102;0,8243;0,8088;5,1320
18,0000;3,0000;0,7482;0,7491;0,7485;5,8940
18,0000;3,0000;0,8321;0,8357;0,8320;2,7920
18,0000;3,0000;0,8175;0,8276;0,8166;2,4670
18,0000;3,0000;0,7883;0,8027;0,7871;2,8570
18,0000;3,0000;0,7920;0,7942;0,7921;3,5220
18,0000;3,0000;0,8504;0,8581;0,8496;3,8580
18,0000;3,0000;0,8066;0,8114;0,8064;6,6750
18,0000;3,0000;0,7847;0,8000;0,7834;3,2210
18,0000;3,0000;0,8029;0,8015;0,8035;3,0601
18,0000;3,0000;0,8029;0,8058;0,8030;4,4512
19,0000;3,0000;0,7737;0,7737;0,7741;4,3210
19,0000;3,0000;0,7956;0,8095;0,7944;4,8550
19,0000;3,0000;0,8139;0,8283;0,8124;2,2299
19,0000;3,0000;0,7774;0,7829;0,7772;2,5830
19,0000;3,0000;0,8175;0,8252;0,8170;3,7029
19,0000;3,0000;0,8212;0,8328;0,8200;4,8660
19,0000;3,0000;0,8431;0,8502;0,8424;3,7690
19,0000;3,0000;0,8029;0,8176;0,8015;3,2915
19,0000;3,0000;0,8321;0,8403;0,8314;3,3759
19,0000;3,0000;0,8285;0,8351;0,8280;4,6570
19,0000;3,0000;0,8102;0,8207;0,8093;3,6410
19,0000;3,0000;0,8613;0,8690;0,8604;5,7090
19,0000;3,0000;0,7372;0,7120;0,7395;3,3070
19,0000;3,0000;0,7883;0,8054;0,7868;6,2720
19,0000;3,0000;0,8066;0,8215;0,8051;3,5629
19,0000;3,0000;0,7774;0,7798;0,7775;4,6200
19,0000;3,0000;0,7883;0,8027;0,7871;5,0740
19,0000;3,0000;0,8029;0,8151;0,8019;5,8560
19,0000;3,0000;0,8066;0,8203;0,8053;4,5660
19,0000;3,0000;0,8066;0,8153;0,8059;4,5290
19,0000;3,0000;0,8540;0,8582;0,8538;3,5420
19,0000;3,0000;0,8540;0,8684;0,8520;5,4910
19,0000;3,0000;0,7555;0,7744;0,7540;4,4020
19,0000;3,0000;0,8102;0,8194;0,8095;4,6070
