knn; number components; acc score; f1 score; roc score; time
10,0000;22,0000;0,8905;0,8905;0,8909;7,0410
10,0000;22,0000;0,8686;0,8676;0,8692;15,9580
10,0000;22,0000;0,8905;0,8944;0,8901;7,9407
10,0000;22,0000;0,8577;0,8528;0,8588;5,4127
10,0000;22,0000;0,8577;0,8550;0,8585;5,6810
10,0000;22,0000;0,8650;0,8635;0,8656;4,8370
10,0000;22,0000;0,8686;0,8696;0,8689;5,8249
10,0000;22,0000;0,8577;0,8517;0,8590;7,1080
10,0000;22,0000;0,8869;0,8912;0,8864;5,3119
10,0000;22,0000;0,8832;0,8824;0,8838;4,8210
10,0000;22,0000;0,8394;0,8394;0,8398;6,6190
10,0000;22,0000;0,8759;0,8759;0,8763;6,1320
10,0000;22,0000;0,8759;0,8786;0,8759;5,7950
10,0000;22,0000;0,8613;0,8527;0,8630;11,2470
10,0000;22,0000;0,8467;0,8467;0,8471;8,1220
10,0000;22,0000;0,8504;0,8487;0,8510;4,8430
10,0000;22,0000;0,8504;0,8487;0,8510;5,3311
10,0000;22,0000;0,9051;0,9097;0,9044;7,0476
10,0000;22,0000;0,8832;0,8857;0,8832;5,8960
10,0000;22,0000;0,8723;0,8718;0,8728;6,8130
10,0000;22,0000;0,8577;0,8539;0,8586;5,3840
10,0000;22,0000;0,8759;0,8794;0,8757;6,4180
10,0000;22,0000;0,8613;0,8571;0,8624;4,6240
10,0000;22,0000;0,9015;0,9053;0,9010;6,1690
10,0000;22,0000;0,8832;0,8873;0,8828;4,2890
10,0000;22,0000;0,8796;0,8809;0,8797;9,8570
10,0000;22,0000;0,8613;0,8633;0,8614;10,3090
10,0000;22,0000;0,8686;0,8714;0,8686;8,2291
10,0000;22,0000;0,8942;0,8982;0,8937;4,0067
10,0000;22,0000;0,8686;0,8732;0,8682;7,5970
10,0000;22,0000;0,9015;0,9025;0,9017;5,3510
10,0000;22,0000;0,8905;0,8913;0,8908;6,0358
10,0000;22,0000;0,8613;0,8603;0,8619;9,3923
10,0000;22,0000;0,8613;0,8571;0,8624;4,4330
10,0000;22,0000;0,8869;0,8856;0,8875;6,5700
10,0000;22,0000;0,8577;0,8632;0,8572;7,4440
10,0000;22,0000;0,8832;0,8857;0,8832;7,3680
10,0000;22,0000;0,8796;0,8809;0,8797;7,1343
10,0000;22,0000;0,8869;0,8889;0,8869;4,2960
10,0000;22,0000;0,8942;0,8945;0,8945;8,8040
10,0000;22,0000;0,8650;0,8635;0,8656;8,5990
10,0000;22,0000;0,8577;0,8561;0,8583;8,8580
10,0000;22,0000;0,8321;0,8189;0,8341;6,6550
10,0000;22,0000;0,8613;0,8613;0,8617;6,0969
10,0000;22,0000;0,8686;0,8657;0,8695;7,9730
10,0000;22,0000;0,8613;0,8593;0,8620;7,6910
10,0000;22,0000;0,8759;0,8759;0,8763;10,9971
10,0000;22,0000;0,8759;0,8750;0,8765;4,4679
10,0000;22,0000;0,8832;0,8857;0,8832;5,5541
11,0000;22,0000;0,8832;0,8881;0,8827;5,7759
11,0000;22,0000;0,8686;0,8696;0,8689;9,8075
11,0000;22,0000;0,8650;0,8655;0,8653;6,5020
11,0000;22,0000;0,8394;0,8370;0,8401;3,5160
11,0000;22,0000;0,8796;0,8791;0,8801;5,6850
11,0000;22,0000;0,8577;0,8482;0,8594;7,3240
11,0000;22,0000;0,8431;0,8365;0,8443;8,9340
11,0000;22,0000;0,8759;0,8777;0,8760;5,2160
11,0000;22,0000;0,8723;0,8718;0,8728;6,4441
11,0000;22,0000;0,8540;0,8507;0,8549;4,0250
11,0000;22,0000;0,8650;0,8604;0,8661;9,9875
11,0000;22,0000;0,8832;0,8815;0,8840;6,3150
11,0000;22,0000;0,8686;0,8636;0,8698;7,8910
11,0000;22,0000;0,8723;0,8736;0,8724;6,4190
11,0000;22,0000;0,8467;0,8372;0,8484;4,7440
11,0000;22,0000;0,8431;0,8259;0,8456;6,7960
11,0000;22,0000;0,8869;0,8889;0,8869;5,6050
11,0000;22,0000;0,8686;0,8696;0,8689;7,5850
11,0000;22,0000;0,8796;0,8791;0,8801;9,6880
11,0000;22,0000;0,8248;0,8125;0,8267;7,2500
11,0000;22,0000;0,8905;0,8936;0,8903;4,6040
11,0000;22,0000;0,8540;0,8507;0,8549;6,3569
11,0000;22,0000;0,8832;0,8815;0,8840;5,8260
11,0000;22,0000;0,8723;0,8727;0,8726;9,5910
11,0000;22,0000;0,8869;0,8927;0,8861;10,4726
11,0000;22,0000;0,8431;0,8365;0,8443;6,7080
11,0000;22,0000;0,8796;0,8791;0,8801;5,9720
11,0000;22,0000;0,8869;0,8889;0,8869;6,3390
11,0000;22,0000;0,8613;0,8603;0,8619;6,1280
11,0000;22,0000;0,8467;0,8456;0,8473;10,2890
11,0000;22,0000;0,8577;0,8592;0,8578;4,8340
11,0000;22,0000;0,8832;0,8841;0,8835;5,6400
11,0000;22,0000;0,8650;0,8614;0,8659;3,8050
11,0000;22,0000;0,8613;0,8613;0,8617;8,7000
11,0000;22,0000;0,8650;0,8593;0,8663;5,5737
11,0000;22,0000;0,8723;0,8754;0,8721;5,6480
11,0000;22,0000;0,8467;0,8409;0,8479;11,8702
11,0000;22,0000;0,8467;0,8467;0,8471;7,5030
11,0000;22,0000;0,8613;0,8550;0,8627;7,8030
11,0000;22,0000;0,8686;0,8594;0,8705;5,8600
11,0000;22,0000;0,8540;0,8519;0,8547;5,9249
11,0000;22,0000;0,8723;0,8718;0,8728;8,5800
11,0000;22,0000;0,8686;0,8647;0,8697;4,6471
11,0000;22,0000;0,8613;0,8468;0,8638;7,3981
11,0000;22,0000;0,8613;0,8613;0,8617;6,7360
11,0000;22,0000;0,8577;0,8592;0,8578;7,0830
11,0000;22,0000;0,8650;0,8614;0,8659;8,8770
11,0000;22,0000;0,8650;0,8655;0,8653;4,5640
11,0000;22,0000;0,8504;0,8487;0,8510;5,7599
11,0000;22,0000;0,8650;0,8625;0,8658;7,0541
12,0000;22,0000;0,8504;0,8453;0,8515;4,4880
12,0000;22,0000;0,8577;0,8602;0,8577;4,3770
12,0000;22,0000;0,8394;0,8321;0,8408;6,4790
12,0000;22,0000;0,8504;0,8429;0,8518;4,4209
12,0000;22,0000;0,8723;0,8727;0,8726;4,0910
12,0000;22,0000;0,8285;0,8199;0,8299;7,7360
12,0000;22,0000;0,8905;0,8905;0,8909;7,3050
12,0000;22,0000;0,8723;0,8754;0,8721;7,9810
12,0000;22,0000;0,8942;0,8961;0,8942;4,9950
12,0000;22,0000;0,8613;0,8561;0,8625;4,7930
12,0000;22,0000;0,8613;0,8582;0,8622;11,1437
12,0000;22,0000;0,8577;0,8539;0,8586;5,7150
12,0000;22,0000;0,8394;0,8358;0,8403;8,2190
12,0000;22,0000;0,8577;0,8582;0,8580;5,5781
12,0000;22,0000;0,8723;0,8669;0,8736;6,8858
12,0000;22,0000;0,8942;0,8953;0,8943;3,4180
12,0000;22,0000;0,8394;0,8333;0,8406;6,2590
12,0000;22,0000;0,8796;0,8809;0,8797;5,0990
12,0000;22,0000;0,8577;0,8550;0,8585;8,9010
12,0000;22,0000;0,8832;0,8832;0,8836;7,0530
12,0000;22,0000;0,8723;0,8727;0,8726;3,8950
12,0000;22,0000;0,8540;0,8485;0,8552;3,9510
12,0000;22,0000;0,8796;0,8817;0,8796;5,2140
12,0000;22,0000;0,8467;0,8385;0,8482;7,0720
12,0000;22,0000;0,8869;0,8881;0,8870;5,6650
12,0000;22,0000;0,8431;0,8327;0,8448;7,7010
12,0000;22,0000;0,8759;0,8794;0,8757;5,9401
12,0000;22,0000;0,8686;0,8667;0,8693;4,8110
12,0000;22,0000;0,8394;0,8240;0,8417;6,4210
12,0000;22,0000;0,8504;0,8530;0,8504;4,3910
12,0000;22,0000;0,8759;0,8741;0,8767;5,6780
12,0000;22,0000;0,8832;0,8865;0,8830;4,3090
12,0000;22,0000;0,8832;0,8849;0,8833;5,4196
12,0000;22,0000;0,8796;0,8791;0,8801;5,4790
12,0000;22,0000;0,8613;0,8571;0,8624;7,5600
12,0000;22,0000;0,8504;0,8441;0,8517;8,3970
12,0000;22,0000;0,8796;0,8817;0,8796;6,1130
12,0000;22,0000;0,8723;0,8736;0,8724;3,5080
12,0000;22,0000;0,8686;0,8714;0,8686;6,8076
12,0000;22,0000;0,8175;0,8077;0,8190;6,5698
12,0000;22,0000;0,8431;0,8340;0,8447;5,7220
12,0000;22,0000;0,8759;0,8712;0,8771;4,8570
12,0000;22,0000;0,8467;0,8521;0,8463;6,2020
12,0000;22,0000;0,8796;0,8800;0,8799;3,8330
12,0000;22,0000;0,8759;0,8759;0,8763;6,3340
12,0000;22,0000;0,8796;0,8764;0,8805;5,2830
12,0000;22,0000;0,8540;0,8529;0,8546;8,3560
12,0000;22,0000;0,8613;0,8561;0,8625;5,1140
12,0000;22,0000;0,8723;0,8736;0,8724;7,6550
12,0000;22,0000;0,8686;0,8696;0,8689;6,5120
13,0000;22,0000;0,8504;0,8476;0,8512;6,3209
13,0000;22,0000;0,8869;0,8873;0,8872;5,9370
13,0000;22,0000;0,8905;0,8921;0,8906;3,6429
13,0000;22,0000;0,8467;0,8478;0,8470;3,7660
13,0000;22,0000;0,8796;0,8782;0,8802;5,2269
13,0000;22,0000;0,8869;0,8873;0,8872;6,3381
13,0000;22,0000;0,8577;0,8622;0,8574;5,5080
13,0000;22,0000;0,8759;0,8777;0,8760;5,5670
13,0000;22,0000;0,8723;0,8708;0,8729;3,5870
13,0000;22,0000;0,8869;0,8897;0,8867;7,5790
13,0000;22,0000;0,8540;0,8519;0,8547;4,0409
13,0000;22,0000;0,8504;0,8453;0,8515;11,4061
13,0000;22,0000;0,8540;0,8496;0,8551;6,0741
13,0000;22,0000;0,8613;0,8623;0,8616;6,3680
13,0000;22,0000;0,8796;0,8809;0,8797;7,0300
13,0000;22,0000;0,8540;0,8540;0,8544;6,9630
13,0000;22,0000;0,8613;0,8633;0,8614;4,2430
13,0000;22,0000;0,8613;0,8593;0,8620;4,8400
13,0000;22,0000;0,8905;0,8913;0,8908;9,5899
13,0000;22,0000;0,8029;0,8112;0,8023;6,0570
13,0000;22,0000;0,9124;0,9124;0,9128;5,4670
13,0000;22,0000;0,8869;0,8889;0,8869;6,3120
13,0000;22,0000;0,8759;0,8731;0,8768;3,9550
13,0000;22,0000;0,8796;0,8764;0,8805;6,5739
13,0000;22,0000;0,8796;0,8858;0,8788;4,8190
13,0000;22,0000;0,8613;0,8603;0,8619;6,4020
13,0000;22,0000;0,8832;0,8824;0,8838;4,4680
13,0000;22,0000;0,8723;0,8727;0,8726;5,6390
13,0000;22,0000;0,8577;0,8561;0,8583;6,0230
13,0000;22,0000;0,8832;0,8841;0,8835;4,5320
13,0000;22,0000;0,8650;0,8645;0,8655;4,6360
13,0000;22,0000;0,8869;0,8873;0,8872;3,9259
13,0000;22,0000;0,8723;0,8718;0,8728;7,4290
13,0000;22,0000;0,8723;0,8689;0,8732;8,0720
13,0000;22,0000;0,8686;0,8676;0,8692;7,1590
13,0000;22,0000;0,8796;0,8826;0,8794;6,6526
13,0000;22,0000;0,8467;0,8397;0,8481;4,3210
13,0000;22,0000;0,8650;0,8674;0,8650;9,4649
13,0000;22,0000;0,8613;0,8603;0,8619;8,2800
13,0000;22,0000;0,8613;0,8633;0,8614;3,6910
13,0000;22,0000;0,8650;0,8655;0,8653;5,7090
13,0000;22,0000;0,8686;0,8676;0,8692;5,3120
13,0000;22,0000;0,8723;0,8746;0,8723;4,1920
13,0000;22,0000;0,8066;0,7819;0,8094;8,3420
13,0000;22,0000;0,8796;0,8817;0,8796;4,1690
13,0000;22,0000;0,8577;0,8571;0,8582;4,1710
13,0000;22,0000;0,8759;0,8786;0,8759;4,4790
13,0000;22,0000;0,8577;0,8528;0,8588;6,0260
13,0000;22,0000;0,8686;0,8667;0,8693;4,9830
13,0000;22,0000;0,8577;0,8494;0,8593;4,8589
14,0000;22,0000;0,8650;0,8655;0,8653;4,1089
14,0000;22,0000;0,9015;0,9025;0,9017;5,8780
14,0000;22,0000;0,8540;0,8473;0,8554;4,0722
14,0000;22,0000;0,8869;0,8881;0,8870;3,2680
14,0000;22,0000;0,8613;0,8613;0,8617;5,2330
14,0000;22,0000;0,8796;0,8791;0,8801;5,4460
14,0000;22,0000;0,8613;0,8582;0,8622;7,9440
14,0000;22,0000;0,8905;0,8944;0,8901;7,4540
14,0000;22,0000;0,8686;0,8714;0,8686;5,3810
14,0000;22,0000;0,8577;0,8582;0,8580;3,2320
14,0000;22,0000;0,8942;0,8961;0,8942;5,9971
14,0000;22,0000;0,8723;0,8727;0,8726;5,8150
14,0000;22,0000;0,8650;0,8625;0,8658;5,7740
14,0000;22,0000;0,8723;0,8708;0,8729;5,6211
14,0000;22,0000;0,8796;0,8800;0,8799;5,9200
14,0000;22,0000;0,8869;0,8881;0,8870;5,9950
14,0000;22,0000;0,8212;0,7967;0,8242;3,6386
14,0000;22,0000;0,8759;0,8786;0,8759;5,4409
14,0000;22,0000;0,8978;0,9007;0,8976;6,3060
14,0000;22,0000;0,8650;0,8635;0,8656;4,6850
14,0000;22,0000;0,8869;0,8905;0,8866;6,3080
14,0000;22,0000;0,8686;0,8636;0,8698;6,5760
14,0000;22,0000;0,8796;0,8791;0,8801;5,0750
14,0000;22,0000;0,8613;0,8561;0,8625;3,4880
14,0000;22,0000;0,8759;0,8759;0,8763;9,6850
14,0000;22,0000;0,8686;0,8714;0,8686;4,4720
14,0000;22,0000;0,8723;0,8736;0,8724;9,5670
14,0000;22,0000;0,8212;0,7984;0,8240;4,5160
14,0000;22,0000;0,8650;0,8655;0,8653;3,3090
14,0000;22,0000;0,8905;0,8944;0,8901;6,0091
14,0000;22,0000;0,8942;0,8968;0,8940;4,0260
14,0000;22,0000;0,8613;0,8582;0,8622;5,5250
14,0000;22,0000;0,8796;0,8842;0,8791;8,8600
14,0000;22,0000;0,8431;0,8314;0,8450;4,9690
14,0000;22,0000;0,8577;0,8582;0,8580;4,5050
14,0000;22,0000;0,8358;0,8315;0,8367;5,0870
14,0000;22,0000;0,8467;0,8444;0,8474;5,3190
14,0000;22,0000;0,8796;0,8817;0,8796;5,9060
14,0000;22,0000;0,8613;0,8633;0,8614;5,7560
14,0000;22,0000;0,8577;0,8550;0,8585;6,2430
14,0000;22,0000;0,8796;0,8782;0,8802;5,1820
14,0000;22,0000;0,8796;0,8800;0,8799;6,8940
14,0000;22,0000;0,8650;0,8655;0,8653;5,8375
14,0000;22,0000;0,8358;0,8327;0,8366;4,1240
14,0000;22,0000;0,8650;0,8614;0,8659;4,1930
14,0000;22,0000;0,6934;0,7000;0,6933;4,3092
14,0000;22,0000;0,8613;0,8613;0,8617;6,8190
14,0000;22,0000;0,8978;0,9000;0,8978;4,2950
14,0000;22,0000;0,8832;0,8849;0,8833;4,9960
14,0000;22,0000;0,8723;0,8708;0,8729;9,0130
15,0000;22,0000;0,8650;0,8674;0,8650;4,7481
15,0000;22,0000;0,8759;0,8759;0,8763;6,2300
15,0000;22,0000;0,8796;0,8826;0,8794;5,0730
15,0000;22,0000;0,8686;0,8676;0,8692;6,4320
15,0000;22,0000;0,8759;0,8759;0,8763;7,8680
15,0000;22,0000;0,8759;0,8768;0,8762;2,8725
15,0000;22,0000;0,8759;0,8777;0,8760;8,8749
15,0000;22,0000;0,8248;0,8222;0,8255;2,9740
15,0000;22,0000;0,8066;0,8262;0,8045;6,4440
15,0000;22,0000;0,8796;0,8764;0,8805;4,1399
15,0000;22,0000;0,8942;0,8961;0,8942;2,4759
15,0000;22,0000;0,8321;0,8217;0,8338;3,9050
15,0000;22,0000;0,8723;0,8727;0,8726;5,5260
15,0000;22,0000;0,8650;0,8645;0,8655;4,3780
15,0000;22,0000;0,8650;0,8683;0,8648;3,2990
15,0000;22,0000;0,8759;0,8741;0,8767;3,1140
15,0000;22,0000;0,8832;0,8841;0,8835;4,2680
15,0000;22,0000;0,8686;0,8705;0,8687;5,6270
15,0000;22,0000;0,8759;0,8750;0,8765;9,2010
15,0000;22,0000;0,8613;0,8613;0,8617;4,7380
15,0000;22,0000;0,8796;0,8791;0,8801;5,8370
15,0000;22,0000;0,8942;0,8961;0,8942;6,3159
15,0000;22,0000;0,8577;0,8582;0,8580;5,5549
15,0000;22,0000;0,8796;0,8800;0,8799;4,6920
15,0000;22,0000;0,8613;0,8613;0,8617;7,6860
15,0000;22,0000;0,8540;0,8485;0,8552;6,0149
15,0000;22,0000;0,8467;0,8478;0,8470;4,0560
15,0000;22,0000;0,8796;0,8817;0,8796;8,1420
15,0000;22,0000;0,8504;0,8487;0,8510;4,4000
15,0000;22,0000;0,8613;0,8550;0,8627;5,0430
15,0000;22,0000;0,8723;0,8736;0,8724;6,5268
15,0000;22,0000;0,8723;0,8699;0,8731;5,9899
15,0000;22,0000;0,8650;0,8604;0,8661;3,2588
15,0000;22,0000;0,8832;0,8797;0,8843;6,4809
15,0000;22,0000;0,8832;0,8797;0,8843;6,3520
15,0000;22,0000;0,8577;0,8561;0,8583;6,6709
15,0000;22,0000;0,8467;0,8444;0,8474;5,4970
15,0000;22,0000;0,8686;0,8696;0,8689;3,5140
15,0000;22,0000;0,8723;0,8746;0,8723;5,0610
15,0000;22,0000;0,8832;0,8815;0,8840;4,0760
15,0000;22,0000;0,8431;0,8377;0,8442;7,4309
15,0000;22,0000;0,8723;0,8718;0,8728;7,5000
15,0000;22,0000;0,8686;0,8676;0,8692;5,1740
15,0000;22,0000;0,8759;0,8794;0,8757;6,1530
15,0000;22,0000;0,8686;0,8676;0,8692;4,7219
15,0000;22,0000;0,8613;0,8593;0,8620;3,7520
15,0000;22,0000;0,8759;0,8794;0,8757;5,4978
15,0000;22,0000;0,8869;0,8920;0,8862;7,2600
15,0000;22,0000;0,8577;0,8561;0,8583;3,6680
15,0000;22,0000;0,8504;0,8453;0,8515;3,2760
16,0000;22,0000;0,8796;0,8791;0,8801;3,6540
16,0000;22,0000;0,8248;0,8222;0,8255;3,6570
16,0000;22,0000;0,9015;0,9025;0,9017;4,9676
16,0000;22,0000;0,8869;0,8881;0,8870;6,5730
16,0000;22,0000;0,8431;0,8413;0,8437;5,5096
16,0000;22,0000;0,8540;0,8473;0,8554;6,0400
16,0000;22,0000;0,8723;0,8699;0,8731;5,4526
16,0000;22,0000;0,8650;0,8645;0,8655;5,4725
16,0000;22,0000;0,8613;0,8613;0,8617;2,6980
16,0000;22,0000;0,9088;0,9110;0,9086;4,5670
16,0000;22,0000;0,8650;0,8635;0,8656;5,4830
16,0000;22,0000;0,8686;0,8705;0,8687;3,3310
16,0000;22,0000;0,8686;0,8714;0,8686;4,9780
16,0000;22,0000;0,8869;0,8873;0,8872;7,6241
16,0000;22,0000;0,8175;0,8047;0,8193;5,9370
16,0000;22,0000;0,8467;0,8409;0,8479;6,1450
16,0000;22,0000;0,8686;0,8667;0,8693;2,9580
16,0000;22,0000;0,8686;0,8714;0,8686;7,9660
16,0000;22,0000;0,8613;0,8561;0,8625;4,9760
16,0000;22,0000;0,8613;0,8623;0,8616;4,7890
16,0000;22,0000;0,8577;0,8582;0,8580;3,3360
16,0000;22,0000;0,8613;0,8603;0,8619;4,9580
16,0000;22,0000;0,8504;0,8487;0,8510;4,6450
16,0000;22,0000;0,8577;0,8582;0,8580;3,9260
16,0000;22,0000;0,8504;0,8509;0,8507;3,3455
16,0000;22,0000;0,8650;0,8655;0,8653;7,7810
16,0000;22,0000;0,8650;0,8635;0,8656;3,9930
16,0000;22,0000;0,8431;0,8352;0,8445;4,4974
16,0000;22,0000;0,8504;0,8571;0,8497;4,7270
16,0000;22,0000;0,8540;0,8496;0,8551;3,2118
16,0000;22,0000;0,8650;0,8635;0,8656;5,9330
16,0000;22,0000;0,8650;0,8593;0,8663;5,3300
16,0000;22,0000;0,7847;0,8066;0,7826;7,7290
16,0000;22,0000;0,8869;0,8897;0,8867;6,1640
16,0000;22,0000;0,8613;0,8613;0,8617;4,4790
16,0000;22,0000;0,8321;0,8160;0,8344;3,8389
16,0000;22,0000;0,8577;0,8550;0,8585;3,9014
16,0000;22,0000;0,8869;0,8864;0,8874;5,0620
16,0000;22,0000;0,8394;0,8382;0,8400;5,1721
16,0000;22,0000;0,8467;0,8467;0,8471;5,0550
16,0000;22,0000;0,8212;0,8063;0,8232;5,5066
16,0000;22,0000;0,8431;0,8448;0,8432;3,6180
16,0000;22,0000;0,8613;0,8603;0,8619;3,4250
16,0000;22,0000;0,8759;0,8759;0,8763;3,2450
16,0000;22,0000;0,8796;0,8834;0,8793;6,1850
16,0000;22,0000;0,8029;0,7787;0,8057;5,2220
16,0000;22,0000;0,8723;0,8746;0,8723;3,0820
16,0000;22,0000;0,8467;0,8478;0,8470;4,5080
16,0000;22,0000;0,8650;0,8645;0,8655;4,0780
16,0000;22,0000;0,8905;0,8889;0,8913;5,5270
17,0000;22,0000;0,8723;0,8736;0,8724;6,9580
17,0000;22,0000;0,8759;0,8768;0,8762;6,4640
17,0000;22,0000;0,8613;0,8613;0,8617;5,4320
17,0000;22,0000;0,8577;0,8571;0,8582;4,7740
17,0000;22,0000;0,8723;0,8727;0,8726;6,5930
17,0000;22,0000;0,8942;0,8975;0,8939;7,4840
17,0000;22,0000;0,8832;0,8824;0,8838;6,7020
17,0000;22,0000;0,8540;0,8540;0,8544;5,2990
17,0000;22,0000;0,8686;0,8705;0,8687;4,9640
17,0000;22,0000;0,8723;0,8727;0,8726;4,0870
17,0000;22,0000;0,8759;0,8759;0,8763;5,7340
17,0000;22,0000;0,8796;0,8773;0,8804;6,5670
17,0000;22,0000;0,8504;0,8464;0,8513;9,3090
17,0000;22,0000;0,8796;0,8800;0,8799;6,4330
17,0000;22,0000;0,8650;0,8655;0,8653;4,3140
17,0000;22,0000;0,8723;0,8708;0,8729;4,0720
17,0000;22,0000;0,8650;0,8655;0,8653;4,7810
17,0000;22,0000;0,8759;0,8794;0,8757;4,8620
17,0000;22,0000;0,8723;0,8727;0,8726;7,0881
17,0000;22,0000;0,8832;0,8865;0,8830;6,5260
17,0000;22,0000;0,8832;0,8824;0,8838;2,9710
17,0000;22,0000;0,8759;0,8803;0,8755;2,6270
17,0000;22,0000;0,8577;0,8582;0,8580;5,2780
17,0000;22,0000;0,8248;0,8095;0,8270;4,5480
17,0000;22,0000;0,8650;0,8655;0,8653;5,2950
17,0000;22,0000;0,8540;0,8507;0,8549;2,9560
17,0000;22,0000;0,8650;0,8674;0,8650;3,8860
17,0000;22,0000;0,8175;0,7967;0,8201;4,9410
17,0000;22,0000;0,8613;0,8603;0,8619;4,8645
17,0000;22,0000;0,8796;0,8809;0,8797;4,1281
17,0000;22,0000;0,8796;0,8809;0,8797;3,2230
17,0000;22,0000;0,8978;0,9000;0,8978;4,8890
17,0000;22,0000;0,8686;0,8696;0,8689;5,9120
17,0000;22,0000;0,8905;0,8929;0,8905;3,4030
17,0000;22,0000;0,8759;0,8722;0,8770;7,8240
17,0000;22,0000;0,8723;0,8736;0,8724;6,3910
17,0000;22,0000;0,8540;0,8507;0,8549;4,3597
17,0000;22,0000;0,8723;0,8780;0,8716;2,6080
17,0000;22,0000;0,8321;0,8231;0,8336;6,4189
17,0000;22,0000;0,8759;0,8731;0,8768;4,2120
17,0000;22,0000;0,8832;0,8824;0,8838;3,7539
17,0000;22,0000;0,8796;0,8791;0,8801;8,0770
17,0000;22,0000;0,7993;0,7755;0,8020;5,3970
17,0000;22,0000;0,8029;0,7840;0,8052;5,4360
17,0000;22,0000;0,8759;0,8777;0,8760;4,9450
17,0000;22,0000;0,8577;0,8550;0,8585;5,4020
17,0000;22,0000;0,8358;0,8410;0,8354;2,8320
17,0000;22,0000;0,8686;0,8705;0,8687;3,7820
17,0000;22,0000;0,8650;0,8683;0,8648;6,9160
17,0000;22,0000;0,8650;0,8645;0,8655;4,4710
18,0000;22,0000;0,8832;0,8849;0,8833;5,0526
18,0000;22,0000;0,8358;0,8364;0,8361;4,7719
18,0000;22,0000;0,8723;0,8746;0,8723;4,7029
18,0000;22,0000;0,8759;0,8777;0,8760;5,3660
18,0000;22,0000;0,8431;0,8340;0,8447;3,1180
18,0000;22,0000;0,8431;0,8436;0,8434;4,9880
18,0000;22,0000;0,8832;0,8841;0,8835;5,2063
18,0000;22,0000;0,8832;0,8832;0,8836;5,8800
18,0000;22,0000;0,8504;0,8530;0,8504;4,6760
18,0000;22,0000;0,8102;0,7869;0,8130;4,3200
18,0000;22,0000;0,8905;0,8913;0,8908;5,8950
18,0000;22,0000;0,8467;0,8433;0,8476;3,6140
18,0000;22,0000;0,8905;0,8921;0,8906;3,0230
18,0000;22,0000;0,8248;0,8017;0,8278;7,9270
18,0000;22,0000;0,8832;0,8857;0,8832;3,8160
18,0000;22,0000;0,8723;0,8718;0,8728;6,4220
18,0000;22,0000;0,8540;0,8551;0,8543;4,5740
18,0000;22,0000;0,8723;0,8689;0,8732;3,8590
18,0000;22,0000;0,8686;0,8676;0,8692;8,2080
18,0000;22,0000;0,8613;0,8593;0,8620;3,9731
18,0000;22,0000;0,8905;0,8929;0,8905;3,5320
18,0000;22,0000;0,8321;0,8258;0,8333;5,3220
18,0000;22,0000;0,8723;0,8718;0,8728;3,9880
18,0000;22,0000;0,8723;0,8736;0,8724;3,5120
18,0000;22,0000;0,8577;0,8539;0,8586;6,2620
18,0000;22,0000;0,8540;0,8519;0,8547;4,5180
18,0000;22,0000;0,8467;0,8467;0,8471;2,7930
18,0000;22,0000;0,8796;0,8782;0,8802;4,3960
18,0000;22,0000;0,8540;0,8551;0,8543;5,2520
18,0000;22,0000;0,8832;0,8841;0,8835;7,3940
18,0000;22,0000;0,8577;0,8602;0,8577;5,8070
18,0000;22,0000;0,8321;0,8258;0,8333;3,8720
18,0000;22,0000;0,8650;0,8655;0,8653;4,2860
18,0000;22,0000;0,8504;0,8509;0,8507;4,0190
18,0000;22,0000;0,8650;0,8655;0,8653;7,3365
18,0000;22,0000;0,8139;0,7935;0,8164;5,5070
18,0000;22,0000;0,8942;0,8982;0,8937;3,9850
18,0000;22,0000;0,8577;0,8571;0,8582;2,6650
18,0000;22,0000;0,8577;0,8612;0,8575;4,0320
18,0000;22,0000;0,8869;0,8920;0,8862;5,2720
18,0000;22,0000;0,8723;0,8708;0,8729;4,7930
18,0000;22,0000;0,8467;0,8478;0,8470;3,7620
18,0000;22,0000;0,8869;0,8889;0,8869;4,0910
18,0000;22,0000;0,8467;0,8444;0,8474;2,4530
18,0000;22,0000;0,8796;0,8834;0,8793;3,5070
18,0000;22,0000;0,8139;0,7901;0,8167;5,3370
18,0000;22,0000;0,8504;0,8429;0,8518;3,7030
18,0000;22,0000;0,8540;0,8561;0,8541;3,1069
18,0000;22,0000;0,8613;0,8613;0,8617;3,4470
18,0000;22,0000;0,8686;0,8676;0,8692;6,4080
19,0000;22,0000;0,8759;0,8750;0,8765;4,6190
19,0000;22,0000;0,8832;0,8779;0,8846;5,0700
19,0000;22,0000;0,8650;0,8635;0,8656;6,7140
19,0000;22,0000;0,8759;0,8768;0,8762;4,7870
19,0000;22,0000;0,9161;0,9176;0,9161;7,1726
19,0000;22,0000;0,8321;0,8271;0,8332;2,5800
19,0000;22,0000;0,8796;0,8800;0,8799;4,2620
19,0000;22,0000;0,8321;0,8357;0,8320;3,5410
19,0000;22,0000;0,8869;0,8905;0,8866;2,9230
19,0000;22,0000;0,8686;0,8696;0,8689;3,9511
19,0000;22,0000;0,8613;0,8633;0,8614;2,6949
19,0000;22,0000;0,8978;0,9000;0,8978;2,8890
19,0000;22,0000;0,8796;0,8782;0,8802;3,7290
19,0000;22,0000;0,8723;0,8708;0,8729;4,5730
19,0000;22,0000;0,8321;0,8296;0,8328;6,5504
19,0000;22,0000;0,8686;0,8696;0,8689;4,4940
